gene_callers_id	HOT_224_25M	HOT_225_25M	HOT_226_25M	HOT_227_25M	HOT_229_25M	HOT_231_25M	HOT_232_25M	HOT_233_25M	HOT_234_25M	HOT_236_25M	HOT_237_25M	HOT_238_25M	KDe743ST	KDe747HP	KFe386HP	KFe387AR	KFe389R8	KFe393NT	KFe395NB	KFe416ST	KMa156HP	KMa157AR	KMa158CB	KMa159R8	KMa160SB	KMa161R2	KMa162ST	KMa163NT	KMa164NR	KMa165NB	KMy813ST	KMy817HP	KOc290HP	KOc291AR	KOc293R8	KOc297NT	KOc299NB	KOc321ST	KSe054HP	KSe055AR	KSe056CB	KSe057R8	KSe058SB	KSe059R2	KSe060ST	KSe061NT	KSe062NR	KSe063NB
44251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.918319719953326	93.53766233766234	9.192825112107624	7.969849246231155	13.548275862068966	0.0	12.893617021276595	0.0	4.112396694214876	4.21976401179941	3.627314814814815	6.8493543758967	3.941011235955056	0.0	0.0	0.0	2.9612817089452603	3.060734463276836	10.282517482517482	223.33774834437085	7.702970297029703	7.874829931972789	6.9556354916067145	11.187335092348285	8.827302631578947	4.8330733229329175	8.926315789473684	4.081585081585081	2.0755244755244755	8.43198992443325	4.046373365041617	2.480417754569191	0.0	0.0	3.1312883435582823	7.0979689366786145
44252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	81.546875	4.89272030651341	6.147058823529412	7.713692946058091	0.0	15.25462962962963	0.0	3.0804597701149423	5.032388663967612	2.578740157480315	4.858823529411764	5.128205128205129	1.6743295019157087	0.0	0.0	5.882978723404255	4.203065134099617	9.0	138.60816326530613	4.42911877394636	7.458333333333333	6.329411764705882	4.900383141762452	11.174107142857142	6.272030651340996	12.097560975609756	2.731800766283525	1.5632183908045978	6.773946360153257	0.04597701149425287	2.4099616858237547	0.0	0.0	2.6774193548387095	3.743295019157088
44253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8509142053445851	0.0	0.0	7.214581607290803	74.05394524959742	7.477519379844961	6.8694869486948695	12.620543293718166	0.44866385372714485	19.254752851711025	0.0	1.615569823434992	5.004374453193351	3.9551401869158878	7.904150197628459	4.75165319617928	1.6088379705400981	0.0	0.0	4.870335820895522	7.43947175348496	13.394965277777779	180.44645550527903	7.270346117867166	5.852682926829268	6.7675111773472425	8.376055257099003	8.868783068783069	6.622736418511066	6.4916943521594686	3.7051971326164876	2.2429245283018866	8.873096446700508	4.248610007942812	3.80355819125278	0.609704641350211	0.2848101265822785	3.987719298245614	11.532923617208077
44254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8113207547169812	0.0	5.0	54.47497337593184	4.015641293013556	6.000904159132007	7.061088977423639	0.0	15.452193475815523	0.0	2.2263936291240047	3.6441586280814575	1.8637770897832817	2.936899862825789	4.179271708683474	1.5633423180592991	0.0	0.0	2.2371794871794872	5.615302869287992	11.95171537484117	145.30296127562642	6.875804967801288	6.026683608640407	3.957627118644068	7.199805068226121	4.934861278648975	4.159919028340081	6.323221757322176	4.901086956521739	1.051257253384913	9.945472249269718	2.5238095238095237	3.2045951859956237	0.8373764600179695	0.0	2.776255707762557	9.796528447444551
44255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9744990892531877	53.39912280701754	3.6746031746031744	5.926573426573427	7.935779816513762	0.0	15.062992125984252	0.009971509971509971	1.1096866096866096	4.794014084507042	4.1993127147766325	4.106060606060606	3.3218623481781377	1.3404558404558404	0.0	0.0	2.74955595026643	5.468599033816425	10.761061946902656	113.1206611570248	5.098199672667758	4.2492012779552715	3.9036334913112163	5.9963702359346644	10.282051282051283	5.292947558770344	2.8050974512743627	4.254833040421793	1.3575498575498575	11.446064139941692	1.4812398042414356	1.0683760683760684	0.0	0.0	4.0087082728592165	7.97948717948718
44256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.678500986193294	74.56318082788671	6.759471365638767	4.612844036697248	8.125946969696969	0.0	18.517378351539225	0.0	3.792	3.913913043478261	3.6979722518676628	3.7651282051282053	5.809859154929577	1.9545454545454546	0.0	0.0	3.005774783445621	5.586167800453515	9.527422303473491	157.20218579234972	6.232403718459495	7.0278503046127065	6.522072936660269	12.662955465587045	7.245182012847966	4.349397590361446	6.99558693733451	4.740284360189573	3.5989159891598916	9.874029335634168	2.7987307343608343	2.7382716049382716	0.8584362139917695	0.0	3.4782608695652173	9.083646616541353
44257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8095238095238095	0.0	0.0	4.063492063492063	182.36752136752136	13.194915254237289	11.858490566037736	23.27659574468085	0.0	29.148936170212767	0.0	4.277777777777778	8.452380952380953	9.865079365079366	13.924050632911392	11.03225806451613	0.0	0.0	0.0	7.2063492063492065	10.761904761904763	16.889908256880734	369.1711711711712	16.789915966386555	15.581196581196581	13.182539682539682	27.0	23.020833333333332	9.26984126984127	22.07894736842105	15.9	14.75	27.425742574257427	9.071428571428571	3.8015873015873014	0.0	0.6666666666666666	9.119047619047619	18.102803738317757
44258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.852307692307693	69.31024667931689	5.083172147001934	5.3881578947368425	9.388324873096447	0.0	16.223793677204657	0.0	1.3378226711560044	6.399423215573179	3.5988023952095807	3.745945945945946	6.483792544570503	1.5669077757685352	0.0	0.0	4.18625099920064	6.6107491856677525	13.181596091205211	110.58525852585258	5.554263565891473	4.083245521601686	7.392341040462428	4.613407821229051	1.6470588235294117	3.754985754985755	4.139797068771139	3.4646182495344506	1.5129650507328072	10.422372227579556	2.717695473251029	1.8031609195402298	0.5912356321839081	0.0	2.670935960591133	13.033045977011493
44259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9526748971193415	148.11590296495956	9.742718446601941	10.1010101010101	17.93569844789357	0.0	31.857894736842105	0.0	3.292156862745098	7.968627450980392	7.057142857142857	17.604395604395606	9.307843137254903	2.0647058823529414	0.0	0.0	5.956777996070727	9.782352941176471	12.673866090712743	279.9064039408867	7.880466472303207	13.64876957494407	10.333333333333334	17.488888888888887	9.476510067114093	10.509803921568627	18.6775	8.321568627450981	5.984455958549223	22.19526627218935	6.953744493392071	8.17056074766355	0.0	0.0	9.344919786096257	24.558282208588956
44260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4313725490196076	74.32786885245902	11.862745098039216	12.773972602739725	13.427027027027027	0.0	23.845588235294116	0.0	1.7647058823529411	7.554878048780488	2.9047619047619047	6.212903225806452	9.16915422885572	2.838235294117647	0.0	0.0	4.068627450980392	8.554455445544555	11.259803921568627	147.7030303030303	5.745098039215686	6.9	3.6902173913043477	12.558823529411764	7.686567164179104	5.886486486486486	8.674285714285714	10.146198830409357	2.676470588235294	17.183673469387756	6.959595959595959	4.9476744186046515	0.0	0.0	11.64804469273743	22.735294117647058
