gene_cluster_id	Pangenome	Environment	Enviro_Specific
GC_00004111	Singleton	NA	NA
GC_00004112	Singleton	NA	NA
GC_00004113	Singleton	NA	NA
GC_00004114	Singleton	NA	NA
GC_00004115	Singleton	NA	NA
GC_00004116	Singleton	NA	NA
GC_00004117	Singleton	NA	NA
GC_00004118	Singleton	NA	NA
GC_00004119	Singleton	NA	NA
GC_00004120	Singleton	NA	NA
GC_00004121	Singleton	NA	NA
GC_00004122	Singleton	NA	NA
GC_00004123	Singleton	NA	NA
GC_00004124	Singleton	NA	NA
GC_00004125	Singleton	NA	NA
GC_00004126	Singleton	NA	NA
GC_00004127	Singleton	NA	NA
GC_00004128	Singleton	NA	NA
GC_00004129	Singleton	NA	NA
GC_00004130	Singleton	NA	NA
GC_00004131	Singleton	NA	NA
GC_00004132	Singleton	NA	NA
GC_00004133	Singleton	NA	NA
GC_00004134	Singleton	NA	NA
GC_00004135	Singleton	NA	NA
GC_00004136	Singleton	NA	NA
GC_00004137	Singleton	NA	NA
GC_00004138	Singleton	NA	NA
GC_00004139	Singleton	NA	NA
GC_00004140	Singleton	NA	NA
GC_00004141	Singleton	NA	NA
GC_00004142	Singleton	NA	NA
GC_00004143	Singleton	NA	NA
GC_00004144	Singleton	NA	NA
GC_00004145	Singleton	NA	NA
GC_00004146	Singleton	NA	NA
GC_00004147	Singleton	NA	NA
GC_00004148	Singleton	NA	NA
GC_00004149	Singleton	NA	NA
GC_00004150	Singleton	NA	NA
GC_00004151	Singleton	NA	NA
GC_00004152	Singleton	NA	NA
GC_00004153	Singleton	NA	NA
GC_00004154	Singleton	NA	NA
GC_00004155	Singleton	NA	NA
GC_00004156	Singleton	NA	NA
GC_00004157	Singleton	NA	NA
GC_00004158	Singleton	NA	NA
GC_00004159	Singleton	NA	NA
GC_00004160	Singleton	NA	NA
GC_00004161	Singleton	NA	NA
GC_00004162	Singleton	NA	NA
GC_00004163	Singleton	NA	NA
GC_00004164	Singleton	NA	NA
GC_00004165	Singleton	NA	NA
GC_00004166	Singleton	NA	NA
GC_00004167	Singleton	NA	NA
GC_00004168	Singleton	NA	NA
GC_00004169	Singleton	NA	NA
GC_00004170	Singleton	NA	NA
GC_00004171	Singleton	NA	NA
GC_00004172	Singleton	NA	NA
GC_00004173	Singleton	NA	NA
GC_00004174	Singleton	NA	NA
GC_00004175	Singleton	NA	NA
GC_00004176	Singleton	NA	NA
GC_00004177	Singleton	NA	NA
GC_00004178	Singleton	NA	NA
GC_00004179	Singleton	NA	NA
GC_00004180	Singleton	NA	NA
GC_00004181	Singleton	NA	NA
GC_00004182	Singleton	NA	NA
GC_00004183	Singleton	NA	NA
GC_00004184	Singleton	NA	NA
GC_00004185	Singleton	NA	NA
GC_00004186	Singleton	NA	NA
GC_00004187	Singleton	NA	NA
GC_00004188	Singleton	NA	NA
GC_00004189	Singleton	NA	NA
GC_00004190	Singleton	NA	NA
GC_00004191	Singleton	NA	NA
GC_00004192	Singleton	NA	NA
GC_00004193	Singleton	NA	NA
GC_00004194	Singleton	NA	NA
GC_00004195	Singleton	NA	NA
GC_00004196	Singleton	NA	NA
GC_00004197	Singleton	NA	NA
GC_00004198	Singleton	NA	NA
GC_00004199	Singleton	NA	NA
GC_00004200	Singleton	NA	NA
GC_00004201	Singleton	NA	NA
GC_00004202	Singleton	NA	NA
GC_00004203	Singleton	NA	NA
GC_00004204	Singleton	NA	NA
GC_00004205	Singleton	NA	NA
GC_00004206	Singleton	NA	NA
GC_00004207	Singleton	NA	NA
GC_00004208	Singleton	NA	NA
GC_00004209	Singleton	NA	NA
GC_00004210	Singleton	NA	NA
GC_00004211	Singleton	NA	NA
GC_00004212	Singleton	NA	NA
GC_00004213	Singleton	NA	NA
GC_00004214	Singleton	NA	NA
GC_00004215	Singleton	NA	NA
GC_00004216	Singleton	NA	NA
GC_00004217	Singleton	NA	NA
GC_00004218	Singleton	NA	NA
GC_00004219	Singleton	NA	NA
GC_00004220	Singleton	NA	NA
GC_00004221	Singleton	NA	NA
GC_00004222	Singleton	NA	NA
GC_00004223	Singleton	NA	NA
GC_00004224	Singleton	NA	NA
GC_00004225	Singleton	NA	NA
GC_00004226	Singleton	NA	NA
GC_00004227	Singleton	NA	NA
GC_00004228	Singleton	NA	NA
GC_00004229	Singleton	NA	NA
GC_00004230	Singleton	NA	NA
GC_00004231	Singleton	NA	NA
GC_00004232	Singleton	NA	NA
GC_00004233	Singleton	NA	NA
GC_00004234	Singleton	NA	NA
GC_00004235	Singleton	NA	NA
GC_00004236	Singleton	NA	NA
GC_00004237	Singleton	NA	NA
GC_00004238	Singleton	NA	NA
GC_00004239	Singleton	NA	NA
GC_00004240	Singleton	NA	NA
GC_00004241	Singleton	NA	NA
GC_00004242	Singleton	NA	NA
GC_00004243	Singleton	NA	NA
GC_00004244	Singleton	NA	NA
GC_00004245	Singleton	NA	NA
GC_00004246	Singleton	NA	NA
GC_00004247	Singleton	NA	NA
GC_00004248	Singleton	NA	NA
GC_00004249	Singleton	NA	NA
GC_00004250	Singleton	NA	NA
GC_00004251	Singleton	NA	NA
GC_00004252	Singleton	NA	NA
GC_00004253	Singleton	NA	NA
GC_00004254	Singleton	NA	NA
GC_00004255	Singleton	NA	NA
GC_00004256	Singleton	NA	NA
GC_00004257	Singleton	NA	NA
GC_00004258	Singleton	NA	NA
GC_00004259	Singleton	NA	NA
GC_00004260	Singleton	NA	NA
GC_00004261	Singleton	NA	NA
GC_00004262	Singleton	NA	NA
GC_00004263	Singleton	NA	NA
GC_00004264	Singleton	NA	NA
GC_00004265	Singleton	NA	NA
GC_00004266	Singleton	NA	NA
GC_00004267	Singleton	NA	NA
GC_00004268	Singleton	NA	NA
GC_00004269	Singleton	NA	NA
GC_00004270	Singleton	NA	NA
GC_00004271	Singleton	NA	NA
GC_00004272	Singleton	NA	NA
GC_00004273	Singleton	NA	NA
GC_00004274	Singleton	NA	NA
GC_00004275	Singleton	NA	NA
GC_00004276	Singleton	NA	NA
GC_00004277	Singleton	NA	NA
GC_00004278	Singleton	NA	NA
GC_00004279	Singleton	NA	NA
GC_00004280	Singleton	NA	NA
GC_00004281	Singleton	NA	NA
GC_00004282	Singleton	NA	NA
GC_00004283	Singleton	NA	NA
GC_00004284	Singleton	NA	NA
GC_00004285	Singleton	NA	NA
GC_00004286	Singleton	NA	NA
GC_00004287	Singleton	NA	NA
GC_00004288	Singleton	NA	NA
GC_00004289	Singleton	NA	NA
GC_00004290	Singleton	NA	NA
GC_00004291	Singleton	NA	NA
GC_00004292	Singleton	NA	NA
GC_00004293	Singleton	NA	NA
GC_00004294	Singleton	NA	NA
GC_00004295	Singleton	NA	NA
GC_00004296	Singleton	NA	NA
GC_00004297	Singleton	NA	NA
GC_00004298	Singleton	NA	NA
GC_00004299	Singleton	NA	NA
GC_00004300	Singleton	NA	NA
GC_00004301	Singleton	NA	NA
GC_00004302	Singleton	NA	NA
GC_00004303	Singleton	NA	NA
GC_00004304	Singleton	NA	NA
GC_00004305	Singleton	NA	NA
GC_00004306	Singleton	NA	NA
GC_00004307	Singleton	NA	NA
GC_00004308	Singleton	NA	NA
GC_00004309	Singleton	NA	NA
GC_00004310	Singleton	NA	NA
GC_00004311	Singleton	NA	NA
GC_00004312	Singleton	NA	NA
GC_00004313	Singleton	NA	NA
GC_00004314	Singleton	NA	NA
GC_00004315	Singleton	NA	NA
GC_00004316	Singleton	NA	NA
GC_00004317	Singleton	NA	NA
GC_00004318	Singleton	NA	NA
GC_00004319	Singleton	NA	NA
GC_00004320	Singleton	NA	NA
GC_00004321	Singleton	NA	NA
GC_00004322	Singleton	NA	NA
GC_00004323	Singleton	NA	NA
GC_00004324	Singleton	NA	NA
GC_00004325	Singleton	NA	NA
GC_00004326	Singleton	NA	NA
GC_00004327	Singleton	NA	NA
GC_00004328	Singleton	NA	NA
GC_00004329	Singleton	NA	NA
GC_00004330	Singleton	NA	NA
GC_00004331	Singleton	NA	NA
GC_00004332	Singleton	NA	NA
GC_00004333	Singleton	NA	NA
GC_00004334	Singleton	NA	NA
GC_00004335	Singleton	NA	NA
GC_00004336	Singleton	NA	NA
GC_00004337	Singleton	NA	NA
GC_00004338	Singleton	NA	NA
GC_00004339	Singleton	NA	NA
GC_00004340	Singleton	NA	NA
GC_00004341	Singleton	NA	NA
GC_00004342	Singleton	NA	NA
GC_00004343	Singleton	NA	NA
GC_00004344	Singleton	NA	NA
GC_00004345	Singleton	NA	NA
GC_00004346	Singleton	NA	NA
GC_00004347	Singleton	NA	NA
GC_00004348	Singleton	NA	NA
GC_00004349	Singleton	NA	NA
GC_00004350	Singleton	NA	NA
GC_00004351	Singleton	NA	NA
GC_00004352	Singleton	NA	NA
GC_00004353	Singleton	NA	NA
GC_00004354	Singleton	NA	NA
GC_00004355	Singleton	NA	NA
GC_00004356	Singleton	NA	NA
GC_00004357	Singleton	NA	NA
GC_00004358	Singleton	NA	NA
GC_00004359	Singleton	NA	NA
GC_00004360	Singleton	NA	NA
GC_00004361	Singleton	NA	NA
GC_00004362	Singleton	NA	NA
GC_00004363	Singleton	NA	NA
GC_00004364	Singleton	NA	NA
GC_00004365	Singleton	NA	NA
GC_00004366	Singleton	NA	NA
GC_00004367	Singleton	NA	NA
GC_00004368	Singleton	NA	NA
GC_00004369	Singleton	NA	NA
GC_00004370	Singleton	NA	NA
GC_00004371	Singleton	NA	NA
GC_00004372	Singleton	NA	NA
GC_00004373	Singleton	NA	NA
GC_00004374	Singleton	NA	NA
GC_00004375	Singleton	NA	NA
GC_00004376	Singleton	NA	NA
GC_00004377	Singleton	NA	NA
GC_00004378	Singleton	NA	NA
GC_00004379	Singleton	NA	NA
GC_00004380	Singleton	NA	NA
GC_00004381	Singleton	NA	NA
GC_00004382	Singleton	NA	NA
GC_00004383	Singleton	NA	NA
GC_00004384	Singleton	NA	NA
GC_00004385	Singleton	NA	NA
GC_00004386	Singleton	NA	NA
GC_00004387	Singleton	NA	NA
GC_00004388	Singleton	NA	NA
GC_00004389	Singleton	NA	NA
GC_00004390	Singleton	NA	NA
GC_00004391	Singleton	NA	NA
GC_00004392	Singleton	NA	NA
GC_00004393	Singleton	NA	NA
GC_00004394	Singleton	NA	NA
GC_00004395	Singleton	NA	NA
GC_00004396	Singleton	NA	NA
GC_00004397	Singleton	NA	NA
GC_00004398	Singleton	NA	NA
GC_00004399	Singleton	NA	NA
GC_00004400	Singleton	NA	NA
GC_00004401	Singleton	NA	NA
GC_00004402	Singleton	NA	NA
GC_00004403	Singleton	NA	NA
GC_00004404	Singleton	NA	NA
GC_00004405	Singleton	NA	NA
GC_00004406	Singleton	NA	NA
GC_00004407	Singleton	NA	NA
GC_00004408	Singleton	NA	NA
GC_00004409	Singleton	NA	NA
GC_00004410	Singleton	NA	NA
GC_00004411	Singleton	NA	NA
GC_00004412	Singleton	NA	NA
GC_00004413	Singleton	NA	NA
GC_00004414	Singleton	NA	NA
GC_00004415	Singleton	NA	NA
GC_00004416	Singleton	NA	NA
GC_00004417	Singleton	NA	NA
GC_00004418	Singleton	NA	NA
GC_00004419	Singleton	NA	NA
GC_00004420	Singleton	NA	NA
GC_00004421	Singleton	NA	NA
GC_00004422	Singleton	NA	NA
GC_00004423	Singleton	NA	NA
GC_00004424	Singleton	NA	NA
GC_00004425	Singleton	NA	NA
GC_00004426	Singleton	NA	NA
GC_00004427	Singleton	NA	NA
GC_00004428	Singleton	NA	NA
GC_00004429	Singleton	NA	NA
GC_00004430	Singleton	NA	NA
GC_00004431	Singleton	NA	NA
GC_00004432	Singleton	NA	NA
GC_00004433	Singleton	NA	NA
GC_00004434	Singleton	NA	NA
GC_00004435	Singleton	NA	NA
GC_00004436	Singleton	NA	NA
GC_00004437	Singleton	NA	NA
GC_00004438	Singleton	NA	NA
GC_00004439	Singleton	NA	NA
GC_00004440	Singleton	NA	NA
GC_00004441	Singleton	NA	NA
GC_00004442	Singleton	NA	NA
GC_00004443	Singleton	NA	NA
GC_00004444	Singleton	NA	NA
GC_00004445	Singleton	NA	NA
GC_00004446	Singleton	NA	NA
GC_00004447	Singleton	NA	NA
GC_00004448	Singleton	NA	NA
GC_00004449	Singleton	NA	NA
GC_00004450	Singleton	NA	NA
GC_00004451	Singleton	NA	NA
GC_00004452	Singleton	NA	NA
GC_00004453	Singleton	NA	NA
GC_00004454	Singleton	NA	NA
GC_00004455	Singleton	NA	NA
GC_00004456	Singleton	NA	NA
GC_00004457	Singleton	NA	NA
GC_00004458	Singleton	NA	NA
GC_00004459	Singleton	NA	NA
GC_00004460	Singleton	NA	NA
GC_00004461	Singleton	NA	NA
GC_00004462	Singleton	NA	NA
GC_00004463	Singleton	NA	NA
GC_00004464	Singleton	NA	NA
GC_00004465	Singleton	NA	NA
GC_00004466	Singleton	NA	NA
GC_00004467	Singleton	NA	NA
GC_00004468	Singleton	NA	NA
GC_00004469	Singleton	NA	NA
GC_00004470	Singleton	NA	NA
GC_00004471	Singleton	NA	NA
GC_00004472	Singleton	NA	NA
GC_00004473	Singleton	NA	NA
GC_00004474	Singleton	NA	NA
GC_00004475	Singleton	NA	NA
GC_00004476	Singleton	NA	NA
GC_00004477	Singleton	NA	NA
GC_00004478	Singleton	NA	NA
GC_00004479	Singleton	NA	NA
GC_00004480	Singleton	NA	NA
GC_00004481	Singleton	NA	NA
GC_00004482	Singleton	NA	NA
GC_00004483	Singleton	NA	NA
GC_00004484	Singleton	NA	NA
GC_00004485	Singleton	NA	NA
GC_00004486	Singleton	NA	NA
GC_00004487	Singleton	NA	NA
GC_00004488	Singleton	NA	NA
GC_00004489	Singleton	NA	NA
GC_00004490	Singleton	NA	NA
GC_00004491	Singleton	NA	NA
GC_00004492	Singleton	NA	NA
GC_00004493	Singleton	NA	NA
GC_00004494	Singleton	NA	NA
GC_00004495	Singleton	NA	NA
GC_00004496	Singleton	NA	NA
GC_00004497	Singleton	NA	NA
GC_00004498	Singleton	NA	NA
GC_00004499	Singleton	NA	NA
GC_00004500	Singleton	NA	NA
GC_00004501	Singleton	NA	NA
GC_00004502	Singleton	NA	NA
GC_00004503	Singleton	NA	NA
GC_00004504	Singleton	NA	NA
GC_00004505	Singleton	NA	NA
GC_00004506	Singleton	NA	NA
GC_00004507	Singleton	NA	NA
GC_00004508	Singleton	NA	NA
GC_00004509	Singleton	NA	NA
GC_00004510	Singleton	NA	NA
GC_00004511	Singleton	NA	NA
GC_00004512	Singleton	NA	NA
GC_00004513	Singleton	NA	NA
GC_00004514	Singleton	NA	NA
GC_00004515	Singleton	NA	NA
GC_00004516	Singleton	NA	NA
GC_00004517	Singleton	NA	NA
GC_00004518	Singleton	NA	NA
GC_00004519	Singleton	NA	NA
GC_00004520	Singleton	NA	NA
GC_00004521	Singleton	NA	NA
GC_00004522	Singleton	NA	NA
GC_00004523	Singleton	NA	NA
GC_00004524	Singleton	NA	NA
GC_00004525	Singleton	NA	NA
GC_00004526	Singleton	NA	NA
GC_00004527	Singleton	NA	NA
GC_00004528	Singleton	NA	NA
GC_00004529	Singleton	NA	NA
GC_00004530	Singleton	NA	NA
GC_00004531	Singleton	NA	NA
GC_00004532	Singleton	NA	NA
GC_00004533	Singleton	NA	NA
GC_00004534	Singleton	NA	NA
GC_00004535	Singleton	NA	NA
GC_00004536	Singleton	NA	NA
GC_00004537	Singleton	NA	NA
GC_00004538	Singleton	NA	NA
GC_00004539	Singleton	NA	NA
GC_00004540	Singleton	NA	NA
GC_00004541	Singleton	NA	NA
GC_00004542	Singleton	NA	NA
GC_00004543	Singleton	NA	NA
GC_00004544	Singleton	NA	NA
GC_00004545	Singleton	NA	NA
GC_00004546	Singleton	NA	NA
GC_00004547	Singleton	NA	NA
GC_00004548	Singleton	NA	NA
GC_00004549	Singleton	NA	NA
GC_00004550	Singleton	NA	NA
GC_00004551	Singleton	NA	NA
GC_00004552	Singleton	NA	NA
GC_00004553	Singleton	NA	NA
GC_00004554	Singleton	NA	NA
GC_00004555	Singleton	NA	NA
GC_00004556	Singleton	NA	NA
GC_00004557	Singleton	NA	NA
GC_00004558	Singleton	NA	NA
GC_00004559	Singleton	NA	NA
GC_00004560	Singleton	NA	NA
GC_00004561	Singleton	NA	NA
GC_00004562	Singleton	NA	NA
GC_00004563	Singleton	NA	NA
GC_00004564	Singleton	NA	NA
GC_00004565	Singleton	NA	NA
GC_00004566	Singleton	NA	NA
GC_00004567	Singleton	NA	NA
GC_00004568	Singleton	NA	NA
GC_00004569	Singleton	NA	NA
GC_00004570	Singleton	NA	NA
GC_00004571	Singleton	NA	NA
GC_00004572	Singleton	NA	NA
GC_00004573	Singleton	NA	NA
GC_00004574	Singleton	NA	NA
GC_00004575	Singleton	NA	NA
GC_00004576	Singleton	NA	NA
GC_00004577	Singleton	NA	NA
GC_00004578	Singleton	NA	NA
GC_00004579	Singleton	NA	NA
GC_00004580	Singleton	NA	NA
GC_00004581	Singleton	NA	NA
GC_00004582	Singleton	NA	NA
GC_00004583	Singleton	NA	NA
GC_00004584	Singleton	NA	NA
GC_00004585	Singleton	NA	NA
GC_00004586	Singleton	NA	NA
GC_00004587	Singleton	NA	NA
GC_00004588	Singleton	NA	NA
GC_00004589	Singleton	NA	NA
GC_00004590	Singleton	NA	NA
GC_00004591	Singleton	NA	NA
GC_00004592	Singleton	NA	NA
GC_00004593	Singleton	NA	NA
GC_00004594	Singleton	NA	NA
GC_00004595	Singleton	NA	NA
GC_00004596	Singleton	NA	NA
GC_00004597	Singleton	NA	NA
GC_00004598	Singleton	NA	NA
GC_00004599	Singleton	NA	NA
GC_00004600	Singleton	NA	NA
GC_00004601	Singleton	NA	NA
GC_00004602	Singleton	NA	NA
GC_00004603	Singleton	NA	NA
GC_00004604	Singleton	NA	NA
GC_00004605	Singleton	NA	NA
GC_00004606	Singleton	NA	NA
GC_00004607	Singleton	NA	NA
GC_00004608	Singleton	NA	NA
GC_00004609	Singleton	NA	NA
GC_00004610	Singleton	NA	NA
GC_00004611	Singleton	NA	NA
GC_00004612	Singleton	NA	NA
GC_00004613	Singleton	NA	NA
GC_00004614	Singleton	NA	NA
GC_00004615	Singleton	NA	NA
GC_00004616	Singleton	NA	NA
GC_00004617	Singleton	NA	NA
GC_00004618	Singleton	NA	NA
GC_00004619	Singleton	NA	NA
GC_00004620	Singleton	NA	NA
GC_00004621	Singleton	NA	NA
GC_00004622	Singleton	NA	NA
GC_00004623	Singleton	NA	NA
GC_00004624	Singleton	NA	NA
GC_00004625	Singleton	NA	NA
GC_00004626	Singleton	NA	NA
GC_00004627	Singleton	NA	NA
GC_00004628	Singleton	NA	NA
GC_00004629	Singleton	NA	NA
GC_00004630	Singleton	NA	NA
GC_00004631	Singleton	NA	NA
GC_00004632	Singleton	NA	NA
GC_00004633	Singleton	NA	NA
GC_00004634	Singleton	NA	NA
GC_00004635	Singleton	NA	NA
GC_00004636	Singleton	NA	NA
GC_00004637	Singleton	NA	NA
GC_00004638	Singleton	NA	NA
GC_00004639	Singleton	NA	NA
GC_00004640	Singleton	NA	NA
GC_00004641	Singleton	NA	NA
GC_00004642	Singleton	NA	NA
GC_00004643	Singleton	NA	NA
GC_00004644	Singleton	NA	NA
GC_00004645	Singleton	NA	NA
GC_00004646	Singleton	NA	NA
GC_00004647	Singleton	NA	NA
GC_00004648	Singleton	NA	NA
GC_00004649	Singleton	NA	NA
GC_00004650	Singleton	NA	NA
GC_00004651	Singleton	NA	NA
GC_00004652	Singleton	NA	NA
GC_00004653	Singleton	NA	NA
GC_00004654	Singleton	NA	NA
GC_00004655	Singleton	NA	NA
GC_00004656	Singleton	NA	NA
GC_00004657	Singleton	NA	NA
GC_00004658	Singleton	NA	NA
GC_00004659	Singleton	NA	NA
GC_00004660	Singleton	NA	NA
GC_00004661	Singleton	NA	NA
GC_00004662	Singleton	NA	NA
GC_00004663	Singleton	NA	NA
GC_00004664	Singleton	NA	NA
GC_00004665	Singleton	NA	NA
GC_00004666	Singleton	NA	NA
GC_00004667	Singleton	NA	NA
GC_00004668	Singleton	NA	NA
GC_00004669	Singleton	NA	NA
GC_00004670	Singleton	NA	NA
GC_00004671	Singleton	NA	NA
GC_00004672	Singleton	NA	NA
GC_00004673	Singleton	NA	NA
GC_00004674	Singleton	NA	NA
GC_00004675	Singleton	NA	NA
GC_00004676	Singleton	NA	NA
GC_00004677	Singleton	NA	NA
GC_00004678	Singleton	NA	NA
GC_00004679	Singleton	NA	NA
GC_00004680	Singleton	NA	NA
GC_00004681	Singleton	NA	NA
GC_00004682	Singleton	NA	NA
GC_00004683	Singleton	NA	NA
GC_00004684	Singleton	NA	NA
GC_00004685	Singleton	NA	NA
GC_00004686	Singleton	NA	NA
GC_00004687	Singleton	NA	NA
GC_00004688	Singleton	NA	NA
GC_00004689	Singleton	NA	NA
GC_00004690	Singleton	NA	NA
GC_00004691	Singleton	NA	NA
GC_00004692	Singleton	NA	NA
GC_00004693	Singleton	NA	NA
GC_00004694	Singleton	NA	NA
GC_00004695	Singleton	NA	NA
GC_00004696	Singleton	NA	NA
GC_00004697	Singleton	NA	NA
GC_00004698	Singleton	NA	NA
GC_00004699	Singleton	NA	NA
GC_00004700	Singleton	NA	NA
GC_00004701	Singleton	NA	NA
GC_00004702	Singleton	NA	NA
GC_00004703	Singleton	NA	NA
GC_00004704	Singleton	NA	NA
GC_00004705	Singleton	NA	NA
GC_00004706	Singleton	NA	NA
GC_00004707	Singleton	NA	NA
GC_00004708	Singleton	NA	NA
GC_00004709	Singleton	NA	NA
GC_00004710	Singleton	NA	NA
GC_00004711	Singleton	NA	NA
GC_00004712	Singleton	NA	NA
GC_00004713	Singleton	NA	NA
GC_00004714	Singleton	NA	NA
GC_00004715	Singleton	NA	NA
GC_00004716	Singleton	NA	NA
GC_00004717	Singleton	NA	NA
GC_00004718	Singleton	NA	NA
GC_00004719	Singleton	NA	NA
GC_00004720	Singleton	NA	NA
GC_00004721	Singleton	NA	NA
GC_00004722	Singleton	NA	NA
GC_00004723	Singleton	NA	NA
GC_00004724	Singleton	NA	NA
GC_00004725	Singleton	NA	NA
GC_00004726	Singleton	NA	NA
GC_00004727	Singleton	NA	NA
GC_00004728	Singleton	NA	NA
GC_00004729	Singleton	NA	NA
GC_00004730	Singleton	NA	NA
GC_00004731	Singleton	NA	NA
GC_00004732	Singleton	NA	NA
GC_00004733	Singleton	NA	NA
GC_00004734	Singleton	NA	NA
GC_00004735	Singleton	NA	NA
GC_00004736	Singleton	NA	NA
GC_00004737	Singleton	NA	NA
GC_00004738	Singleton	NA	NA
GC_00004739	Singleton	NA	NA
GC_00004740	Singleton	NA	NA
GC_00004741	Singleton	NA	NA
GC_00004742	Singleton	NA	NA
GC_00004743	Singleton	NA	NA
GC_00004744	Singleton	NA	NA
GC_00004745	Singleton	NA	NA
GC_00004746	Singleton	NA	NA
GC_00004747	Singleton	NA	NA
GC_00004748	Singleton	NA	NA
GC_00004749	Singleton	NA	NA
GC_00004750	Singleton	NA	NA
GC_00004751	Singleton	NA	NA
GC_00004752	Singleton	NA	NA
GC_00004753	Singleton	NA	NA
GC_00004754	Singleton	NA	NA
GC_00004755	Singleton	NA	NA
GC_00004756	Singleton	NA	NA
GC_00004757	Singleton	NA	NA
GC_00004758	Singleton	NA	NA
GC_00004759	Singleton	NA	NA
GC_00004760	Singleton	NA	NA
GC_00004761	Singleton	NA	NA
GC_00004762	Singleton	NA	NA
GC_00004763	Singleton	NA	NA
GC_00004764	Singleton	NA	NA
GC_00004765	Singleton	NA	NA
GC_00004766	Singleton	NA	NA
GC_00004767	Singleton	NA	NA
GC_00004768	Singleton	NA	NA
GC_00004769	Singleton	NA	NA
GC_00004770	Singleton	NA	NA
GC_00004771	Singleton	NA	NA
GC_00004772	Singleton	NA	NA
GC_00004773	Singleton	NA	NA
GC_00004774	Singleton	NA	NA
GC_00004775	Singleton	NA	NA
GC_00004776	Singleton	NA	NA
GC_00004777	Singleton	NA	NA
GC_00004778	Singleton	NA	NA
GC_00004779	Singleton	NA	NA
GC_00004780	Singleton	NA	NA
GC_00004781	Singleton	NA	NA
GC_00004782	Singleton	NA	NA
GC_00004783	Singleton	NA	NA
GC_00004784	Singleton	NA	NA
GC_00004785	Singleton	NA	NA
GC_00004786	Singleton	NA	NA
GC_00004787	Singleton	NA	NA
GC_00004788	Singleton	NA	NA
GC_00004789	Singleton	NA	NA
GC_00004790	Singleton	NA	NA
GC_00004791	Singleton	NA	NA
GC_00004792	Singleton	NA	NA
GC_00004793	Singleton	NA	NA
GC_00004794	Singleton	NA	NA
GC_00004795	Singleton	NA	NA
GC_00004796	Singleton	NA	NA
GC_00004797	Singleton	NA	NA
GC_00004798	Singleton	NA	NA
GC_00004799	Singleton	NA	NA
GC_00004800	Singleton	NA	NA
GC_00004801	Singleton	NA	NA
GC_00004802	Singleton	NA	NA
GC_00004803	Singleton	NA	NA
GC_00004804	Singleton	NA	NA
GC_00004805	Singleton	NA	NA
GC_00004806	Singleton	NA	NA
GC_00004807	Singleton	NA	NA
GC_00004808	Singleton	NA	NA
GC_00004809	Singleton	NA	NA
GC_00004810	Singleton	NA	NA
GC_00004811	Singleton	NA	NA
GC_00004812	Singleton	NA	NA
GC_00004813	Singleton	NA	NA
GC_00004814	Singleton	NA	NA
GC_00004815	Singleton	NA	NA
GC_00004816	Singleton	NA	NA
GC_00004817	Singleton	NA	NA
GC_00004818	Singleton	NA	NA
GC_00004819	Singleton	NA	NA
GC_00004820	Singleton	NA	NA
GC_00004821	Singleton	NA	NA
GC_00004822	Singleton	NA	NA
GC_00004823	Singleton	NA	NA
GC_00004824	Singleton	NA	NA
GC_00004825	Singleton	NA	NA
GC_00004826	Singleton	NA	NA
GC_00004827	Singleton	NA	NA
GC_00004828	Singleton	NA	NA
GC_00004829	Singleton	NA	NA
GC_00004830	Singleton	NA	NA
GC_00004831	Singleton	NA	NA
GC_00004832	Singleton	NA	NA
GC_00004833	Singleton	NA	NA
GC_00004834	Singleton	NA	NA
GC_00004835	Singleton	NA	NA
GC_00004836	Singleton	NA	NA
GC_00004837	Singleton	NA	NA
GC_00004838	Singleton	NA	NA
GC_00004839	Singleton	NA	NA
GC_00004840	Singleton	NA	NA
GC_00004841	Singleton	NA	NA
GC_00004842	Singleton	NA	NA
GC_00004843	Singleton	NA	NA
GC_00004844	Singleton	NA	NA
GC_00004845	Singleton	NA	NA
GC_00004846	Singleton	NA	NA
GC_00004847	Singleton	NA	NA
GC_00004848	Singleton	NA	NA
GC_00004849	Singleton	NA	NA
GC_00004850	Singleton	NA	NA
GC_00004851	Singleton	NA	NA
GC_00004852	Singleton	NA	NA
GC_00004853	Singleton	NA	NA
GC_00004854	Singleton	NA	NA
GC_00004855	Singleton	NA	NA
GC_00004856	Singleton	NA	NA
GC_00004857	Singleton	NA	NA
GC_00004858	Singleton	NA	NA
GC_00004859	Singleton	NA	NA
GC_00004860	Singleton	NA	NA
GC_00004861	Singleton	NA	NA
GC_00004862	Singleton	NA	NA
GC_00004863	Singleton	NA	NA
GC_00004864	Singleton	NA	NA
GC_00004865	Singleton	NA	NA
GC_00004866	Singleton	NA	NA
GC_00004867	Singleton	NA	NA
GC_00004868	Singleton	NA	NA
GC_00004869	Singleton	NA	NA
GC_00004870	Singleton	NA	NA
GC_00004871	Singleton	NA	NA
GC_00004872	Singleton	NA	NA
GC_00004873	Singleton	NA	NA
GC_00004874	Singleton	NA	NA
GC_00004875	Singleton	NA	NA
GC_00004876	Singleton	NA	NA
GC_00004877	Singleton	NA	NA
GC_00004878	Singleton	NA	NA
GC_00004879	Singleton	NA	NA
GC_00004880	Singleton	NA	NA
GC_00004881	Singleton	NA	NA
GC_00004882	Singleton	NA	NA
GC_00004883	Singleton	NA	NA
GC_00004884	Singleton	NA	NA
GC_00004885	Singleton	NA	NA
GC_00004886	Singleton	NA	NA
