gene_cluster_id	Pangenome	Environment	Enviro_Specific
GC_00004887	Singleton	NA	NA
GC_00004888	Singleton	NA	NA
GC_00004889	Singleton	NA	NA
GC_00004890	Singleton	NA	NA
GC_00004891	Singleton	NA	NA
GC_00004892	Singleton	NA	NA
GC_00004893	Singleton	NA	NA
GC_00004894	Singleton	NA	NA
GC_00004895	Singleton	NA	NA
GC_00004896	Singleton	NA	NA
GC_00004897	Singleton	NA	NA
GC_00004898	Singleton	NA	NA
GC_00004899	Singleton	NA	NA
GC_00004900	Singleton	NA	NA
GC_00004901	Singleton	NA	NA
GC_00004902	Singleton	NA	NA
GC_00004903	Singleton	NA	NA
GC_00004904	Singleton	NA	NA
GC_00004905	Singleton	NA	NA
GC_00004906	Singleton	NA	NA
GC_00004907	Singleton	NA	NA
GC_00004908	Singleton	NA	NA
GC_00004909	Singleton	NA	NA
GC_00004910	Singleton	NA	NA
GC_00004911	Singleton	NA	NA
GC_00004912	Singleton	NA	NA
GC_00004913	Singleton	NA	NA
GC_00004914	Singleton	NA	NA
GC_00004915	Singleton	NA	NA
GC_00004916	Singleton	NA	NA
GC_00004917	Singleton	NA	NA
GC_00004918	Singleton	NA	NA
GC_00004919	Singleton	NA	NA
GC_00004920	Singleton	NA	NA
GC_00004921	Singleton	NA	NA
GC_00004922	Singleton	NA	NA
GC_00004923	Singleton	NA	NA
GC_00004924	Singleton	NA	NA
GC_00004925	Singleton	NA	NA
GC_00004926	Singleton	NA	NA
GC_00004927	Singleton	NA	NA
GC_00004928	Singleton	NA	NA
GC_00004929	Singleton	NA	NA
GC_00004930	Singleton	NA	NA
GC_00004931	Singleton	NA	NA
GC_00004932	Singleton	NA	NA
GC_00004933	Singleton	NA	NA
GC_00004934	Singleton	NA	NA
GC_00004935	Singleton	NA	NA
GC_00004936	Singleton	NA	NA
GC_00004937	Singleton	NA	NA
GC_00004938	Singleton	NA	NA
GC_00004939	Singleton	NA	NA
GC_00004940	Singleton	NA	NA
GC_00004941	Singleton	NA	NA
GC_00004942	Singleton	NA	NA
GC_00004943	Singleton	NA	NA
GC_00004944	Singleton	NA	NA
GC_00004945	Singleton	NA	NA
GC_00004946	Singleton	NA	NA
GC_00004947	Singleton	NA	NA
GC_00004948	Singleton	NA	NA
GC_00004949	Singleton	NA	NA
GC_00004950	Singleton	NA	NA
GC_00004951	Singleton	NA	NA
GC_00004952	Singleton	NA	NA
GC_00004953	Singleton	NA	NA
GC_00004954	Singleton	NA	NA
GC_00004955	Singleton	NA	NA
GC_00004956	Singleton	NA	NA
GC_00004957	Singleton	NA	NA
GC_00004958	Singleton	NA	NA
GC_00004959	Singleton	NA	NA
GC_00004960	Singleton	NA	NA
GC_00004961	Singleton	NA	NA
GC_00004962	Singleton	NA	NA
GC_00004963	Singleton	NA	NA
GC_00004964	Singleton	NA	NA
GC_00004965	Singleton	NA	NA
GC_00004966	Singleton	NA	NA
GC_00004967	Singleton	NA	NA
GC_00004968	Singleton	NA	NA
GC_00004969	Singleton	NA	NA
GC_00004970	Singleton	NA	NA
GC_00004971	Singleton	NA	NA
GC_00004972	Singleton	NA	NA
GC_00004973	Singleton	NA	NA
GC_00004974	Singleton	NA	NA
GC_00004975	Singleton	NA	NA
GC_00004976	Singleton	NA	NA
GC_00004977	Singleton	NA	NA
GC_00004978	Singleton	NA	NA
GC_00004979	Singleton	NA	NA
GC_00004980	Singleton	NA	NA
GC_00004981	Singleton	NA	NA
GC_00004982	Singleton	NA	NA
GC_00004983	Singleton	NA	NA
GC_00004984	Singleton	NA	NA
GC_00004985	Singleton	NA	NA
GC_00004986	Singleton	NA	NA
GC_00004987	Singleton	NA	NA
GC_00004988	Singleton	NA	NA
GC_00004989	Singleton	NA	NA
GC_00004990	Singleton	NA	NA
GC_00004991	Singleton	NA	NA
GC_00004992	Singleton	NA	NA
GC_00004993	Singleton	NA	NA
GC_00004994	Singleton	NA	NA
GC_00004995	Singleton	NA	NA
GC_00004996	Singleton	NA	NA
GC_00004997	Singleton	NA	NA
GC_00004998	Singleton	NA	NA
GC_00004999	Singleton	NA	NA
GC_00005000	Singleton	NA	NA
GC_00005001	Singleton	NA	NA
GC_00005002	Singleton	NA	NA
GC_00005003	Singleton	NA	NA
GC_00005004	Singleton	NA	NA
GC_00005005	Singleton	NA	NA
GC_00005006	Singleton	NA	NA
GC_00005007	Singleton	NA	NA
GC_00005008	Singleton	NA	NA
GC_00005009	Singleton	NA	NA
GC_00005010	Singleton	NA	NA
GC_00005011	Singleton	NA	NA
GC_00005012	Singleton	NA	NA
GC_00005013	Singleton	NA	NA
GC_00005014	Singleton	NA	NA
GC_00005015	Singleton	NA	NA
GC_00005016	Singleton	NA	NA
GC_00005017	Singleton	NA	NA
GC_00005018	Singleton	NA	NA
GC_00005019	Singleton	NA	NA
GC_00005020	Singleton	NA	NA
GC_00005021	Singleton	NA	NA
GC_00005022	Singleton	NA	NA
GC_00005023	Singleton	NA	NA
GC_00005024	Singleton	NA	NA
GC_00005025	Singleton	NA	NA
GC_00005026	Singleton	NA	NA
GC_00005027	Singleton	NA	NA
GC_00005028	Singleton	NA	NA
GC_00005029	Singleton	NA	NA
GC_00005030	Singleton	NA	NA
GC_00005031	Singleton	NA	NA
GC_00005032	Singleton	NA	NA
GC_00005033	Singleton	NA	NA
GC_00005034	Singleton	NA	NA
GC_00005035	Singleton	NA	NA
GC_00005036	Singleton	NA	NA
GC_00005037	Singleton	NA	NA
GC_00005038	Singleton	NA	NA
GC_00005039	Singleton	NA	NA
GC_00005040	Singleton	NA	NA
GC_00005041	Singleton	NA	NA
GC_00005042	Singleton	NA	NA
GC_00005043	Singleton	NA	NA
GC_00005044	Singleton	NA	NA
GC_00005045	Singleton	NA	NA
GC_00005046	Singleton	NA	NA
GC_00005047	Singleton	NA	NA
GC_00005048	Singleton	NA	NA
GC_00005049	Singleton	NA	NA
GC_00005050	Singleton	NA	NA
GC_00005051	Singleton	NA	NA
GC_00005052	Singleton	NA	NA
GC_00005053	Singleton	NA	NA
GC_00005054	Singleton	NA	NA
GC_00005055	Singleton	NA	NA
GC_00005056	Singleton	NA	NA
GC_00005057	Singleton	NA	NA
GC_00005058	Singleton	NA	NA
GC_00005059	Singleton	NA	NA
GC_00005060	Singleton	NA	NA
GC_00005061	Singleton	NA	NA
GC_00005062	Singleton	NA	NA
GC_00005063	Singleton	NA	NA
GC_00005064	Singleton	NA	NA
GC_00005065	Singleton	NA	NA
GC_00005066	Singleton	NA	NA
GC_00005067	Singleton	NA	NA
GC_00005068	Singleton	NA	NA
GC_00005069	Singleton	NA	NA
GC_00005070	Singleton	NA	NA
GC_00005071	Singleton	NA	NA
GC_00005072	Singleton	NA	NA
GC_00005073	Singleton	NA	NA
GC_00005074	Singleton	NA	NA
GC_00005075	Singleton	NA	NA
GC_00005076	Singleton	NA	NA
GC_00005077	Singleton	NA	NA
GC_00005078	Singleton	NA	NA
GC_00005079	Singleton	NA	NA
GC_00005080	Singleton	NA	NA
GC_00005081	Singleton	NA	NA
GC_00005082	Singleton	NA	NA
GC_00005083	Singleton	NA	NA
GC_00005084	Singleton	NA	NA
GC_00005085	Singleton	NA	NA
GC_00005086	Singleton	NA	NA
GC_00005087	Singleton	NA	NA
GC_00005088	Singleton	NA	NA
GC_00005089	Singleton	NA	NA
GC_00005090	Singleton	NA	NA
GC_00005091	Singleton	NA	NA
GC_00005092	Singleton	NA	NA
GC_00005093	Singleton	NA	NA
GC_00005094	Singleton	NA	NA
GC_00005095	Singleton	NA	NA
GC_00005096	Singleton	NA	NA
GC_00005097	Singleton	NA	NA
GC_00005098	Singleton	NA	NA
GC_00005099	Singleton	NA	NA
GC_00005100	Singleton	NA	NA
GC_00005101	Singleton	NA	NA
GC_00005102	Singleton	NA	NA
GC_00005103	Singleton	NA	NA
GC_00005104	Singleton	NA	NA
GC_00005105	Singleton	NA	NA
GC_00005106	Singleton	NA	NA
GC_00005107	Singleton	NA	NA
GC_00005108	Singleton	NA	NA
GC_00005109	Singleton	NA	NA
GC_00005110	Singleton	NA	NA
GC_00005111	Singleton	NA	NA
GC_00005112	Singleton	NA	NA
GC_00005113	Singleton	NA	NA
GC_00005114	Singleton	NA	NA
GC_00005115	Singleton	NA	NA
GC_00005116	Singleton	NA	NA
GC_00005117	Singleton	NA	NA
GC_00005118	Singleton	NA	NA
GC_00005119	Singleton	NA	NA
GC_00005120	Singleton	NA	NA
GC_00005121	Singleton	NA	NA
GC_00005122	Singleton	NA	NA
GC_00005123	Singleton	NA	NA
GC_00005124	Singleton	NA	NA
GC_00005125	Singleton	NA	NA
GC_00005126	Singleton	NA	NA
GC_00005127	Singleton	NA	NA
GC_00005128	Singleton	NA	NA
GC_00005129	Singleton	NA	NA
GC_00005130	Singleton	NA	NA
GC_00005131	Singleton	NA	NA
GC_00005132	Singleton	NA	NA
GC_00005133	Singleton	NA	NA
GC_00005134	Singleton	NA	NA
GC_00005135	Singleton	NA	NA
GC_00005136	Singleton	NA	NA
GC_00005137	Singleton	NA	NA
GC_00005138	Singleton	NA	NA
GC_00005139	Singleton	NA	NA
GC_00005140	Singleton	NA	NA
GC_00005141	Singleton	NA	NA
GC_00005142	Singleton	NA	NA
GC_00005143	Singleton	NA	NA
GC_00005144	Singleton	NA	NA
GC_00005145	Singleton	NA	NA
GC_00005146	Singleton	NA	NA
GC_00005147	Singleton	NA	NA
GC_00005148	Singleton	NA	NA
GC_00005149	Singleton	NA	NA
GC_00005150	Singleton	NA	NA
GC_00005151	Singleton	NA	NA
GC_00005152	Singleton	NA	NA
GC_00005153	Singleton	NA	NA
GC_00005154	Singleton	NA	NA
GC_00005155	Singleton	NA	NA
GC_00005156	Singleton	NA	NA
GC_00005157	Singleton	NA	NA
GC_00005158	Singleton	NA	NA
GC_00005159	Singleton	NA	NA
GC_00005160	Singleton	NA	NA
GC_00005161	Singleton	NA	NA
GC_00005162	Singleton	NA	NA
GC_00005163	Singleton	NA	NA
GC_00005164	Singleton	NA	NA
GC_00005165	Singleton	NA	NA
GC_00005166	Singleton	NA	NA
GC_00005167	Singleton	NA	NA
GC_00005168	Singleton	NA	NA
GC_00005169	Singleton	NA	NA
GC_00005170	Singleton	NA	NA
GC_00005171	Singleton	NA	NA
GC_00005172	Singleton	NA	NA
GC_00005173	Singleton	NA	NA
GC_00005174	Singleton	NA	NA
GC_00005175	Singleton	NA	NA
GC_00005176	Singleton	NA	NA
GC_00005177	Singleton	NA	NA
GC_00005178	Singleton	NA	NA
GC_00005179	Singleton	NA	NA
GC_00005180	Singleton	NA	NA
GC_00005181	Singleton	NA	NA
GC_00005182	Singleton	NA	NA
GC_00005183	Singleton	NA	NA
GC_00005184	Singleton	NA	NA
GC_00005185	Singleton	NA	NA
GC_00005186	Singleton	NA	NA
GC_00005187	Singleton	NA	NA
GC_00005188	Singleton	NA	NA
GC_00005189	Singleton	NA	NA
GC_00005190	Singleton	NA	NA
GC_00005191	Singleton	NA	NA
GC_00005192	Singleton	NA	NA
GC_00005193	Singleton	NA	NA
GC_00005194	Singleton	NA	NA
GC_00005195	Singleton	NA	NA
GC_00005196	Singleton	NA	NA
GC_00005197	Singleton	NA	NA
GC_00005198	Singleton	NA	NA
GC_00005199	Singleton	NA	NA
GC_00005200	Singleton	NA	NA
GC_00005201	Singleton	NA	NA
GC_00005202	Singleton	NA	NA
GC_00005203	Singleton	NA	NA
GC_00005204	Singleton	NA	NA
GC_00005205	Singleton	NA	NA
GC_00005206	Singleton	NA	NA
GC_00005207	Singleton	NA	NA
GC_00005208	Singleton	NA	NA
GC_00005209	Singleton	NA	NA
GC_00005210	Singleton	NA	NA
GC_00005211	Singleton	NA	NA
GC_00005212	Singleton	NA	NA
GC_00005213	Singleton	NA	NA
GC_00005214	Singleton	NA	NA
GC_00005215	Singleton	NA	NA
GC_00005216	Singleton	NA	NA
GC_00005217	Singleton	NA	NA
GC_00005218	Singleton	NA	NA
GC_00005219	Singleton	NA	NA
GC_00005220	Singleton	NA	NA
GC_00005221	Singleton	NA	NA
GC_00005222	Singleton	NA	NA
GC_00005223	Singleton	NA	NA
GC_00005224	Singleton	NA	NA
GC_00005225	Singleton	NA	NA
GC_00005226	Singleton	NA	NA
GC_00005227	Singleton	NA	NA
GC_00005228	Singleton	NA	NA
GC_00005229	Singleton	NA	NA
GC_00005230	Singleton	NA	NA
GC_00005231	Singleton	NA	NA
GC_00005232	Singleton	NA	NA
GC_00005233	Singleton	NA	NA
GC_00005234	Singleton	NA	NA
GC_00005235	Singleton	NA	NA
GC_00005236	Singleton	NA	NA
GC_00005237	Singleton	NA	NA
GC_00005238	Singleton	NA	NA
GC_00005239	Singleton	NA	NA
GC_00005240	Singleton	NA	NA
GC_00005241	Singleton	NA	NA
GC_00005242	Singleton	NA	NA
GC_00005243	Singleton	NA	NA
GC_00005244	Singleton	NA	NA
GC_00005245	Singleton	NA	NA
GC_00005246	Singleton	NA	NA
GC_00005247	Singleton	NA	NA
GC_00005248	Singleton	NA	NA
GC_00005249	Singleton	NA	NA
GC_00005250	Singleton	NA	NA
GC_00005251	Singleton	NA	NA
GC_00005252	Singleton	NA	NA
GC_00005253	Singleton	NA	NA
GC_00005254	Singleton	NA	NA
GC_00005255	Singleton	NA	NA
GC_00005256	Singleton	NA	NA
GC_00005257	Singleton	NA	NA
GC_00005258	Singleton	NA	NA
GC_00005259	Singleton	NA	NA
GC_00005260	Singleton	NA	NA
GC_00005261	Singleton	NA	NA
GC_00005262	Singleton	NA	NA
GC_00005263	Singleton	NA	NA
GC_00005264	Singleton	NA	NA
GC_00005265	Singleton	NA	NA
GC_00005266	Singleton	NA	NA
GC_00005267	Singleton	NA	NA
GC_00005268	Singleton	NA	NA
GC_00005269	Singleton	NA	NA
GC_00005270	Singleton	NA	NA
GC_00005271	Singleton	NA	NA
GC_00005272	Singleton	NA	NA
GC_00005273	Singleton	NA	NA
GC_00005274	Singleton	NA	NA
GC_00005275	Singleton	NA	NA
GC_00005276	Singleton	NA	NA
GC_00005277	Singleton	NA	NA
GC_00005278	Singleton	NA	NA
GC_00005279	Singleton	NA	NA
GC_00005280	Singleton	NA	NA
GC_00005281	Singleton	NA	NA
GC_00005282	Singleton	NA	NA
GC_00005283	Singleton	NA	NA
GC_00005284	Singleton	NA	NA
GC_00005285	Singleton	NA	NA
GC_00005286	Singleton	NA	NA
GC_00005287	Singleton	NA	NA
GC_00005288	Singleton	NA	NA
GC_00005289	Singleton	NA	NA
GC_00005290	Singleton	NA	NA
GC_00005291	Singleton	NA	NA
GC_00005292	Singleton	NA	NA
GC_00005293	Singleton	NA	NA
GC_00005294	Singleton	NA	NA
GC_00005295	Singleton	NA	NA
GC_00005296	Singleton	NA	NA
GC_00005297	Singleton	NA	NA
GC_00005298	Singleton	NA	NA
GC_00005299	Singleton	NA	NA
GC_00005300	Singleton	NA	NA
GC_00005301	Singleton	NA	NA
GC_00005302	Singleton	NA	NA
GC_00005303	Singleton	NA	NA
GC_00005304	Singleton	NA	NA
GC_00005305	Singleton	NA	NA
GC_00005306	Singleton	NA	NA
GC_00005307	Singleton	NA	NA
GC_00005308	Singleton	NA	NA
GC_00005309	Singleton	NA	NA
GC_00005310	Singleton	NA	NA
GC_00005311	Singleton	NA	NA
GC_00005312	Singleton	NA	NA
GC_00005313	Singleton	NA	NA
GC_00005314	Singleton	NA	NA
GC_00005315	Singleton	NA	NA
GC_00005316	Singleton	NA	NA
GC_00005317	Singleton	NA	NA
GC_00005318	Singleton	NA	NA
GC_00005319	Singleton	NA	NA
GC_00005320	Singleton	NA	NA
GC_00005321	Singleton	NA	NA
GC_00005322	Singleton	NA	NA
GC_00005323	Singleton	NA	NA
GC_00005324	Singleton	NA	NA
GC_00005325	Singleton	NA	NA
GC_00005326	Singleton	NA	NA
GC_00005327	Singleton	NA	NA
GC_00005328	Singleton	NA	NA
GC_00005329	Singleton	NA	NA
GC_00005330	Singleton	NA	NA
GC_00005331	Singleton	NA	NA
GC_00005332	Singleton	NA	NA
GC_00005333	Singleton	NA	NA
GC_00005334	Singleton	NA	NA
GC_00005335	Singleton	NA	NA
GC_00005336	Singleton	NA	NA
GC_00005337	Singleton	NA	NA
GC_00005338	Singleton	NA	NA
GC_00005339	Singleton	NA	NA
GC_00005340	Singleton	NA	NA
GC_00005341	Singleton	NA	NA
GC_00005342	Singleton	NA	NA
GC_00005343	Singleton	NA	NA
GC_00005344	Singleton	NA	NA
GC_00005345	Singleton	NA	NA
GC_00005346	Singleton	NA	NA
GC_00005347	Singleton	NA	NA
GC_00005348	Singleton	NA	NA
GC_00005349	Singleton	NA	NA
GC_00005350	Singleton	NA	NA
GC_00005351	Singleton	NA	NA
GC_00005352	Singleton	NA	NA
GC_00005353	Singleton	NA	NA
GC_00005354	Singleton	NA	NA
GC_00005355	Singleton	NA	NA
GC_00005356	Singleton	NA	NA
GC_00005357	Singleton	NA	NA
GC_00005358	Singleton	NA	NA
GC_00005359	Singleton	NA	NA
GC_00005360	Singleton	NA	NA
GC_00005361	Singleton	NA	NA
GC_00005362	Singleton	NA	NA
GC_00005363	Singleton	NA	NA
GC_00005364	Singleton	NA	NA
GC_00005365	Singleton	NA	NA
GC_00005366	Singleton	NA	NA
GC_00005367	Singleton	NA	NA
GC_00005368	Singleton	NA	NA
GC_00005369	Singleton	NA	NA
GC_00005370	Singleton	NA	NA
GC_00005371	Singleton	NA	NA
GC_00005372	Singleton	NA	NA
GC_00005373	Singleton	NA	NA
GC_00005374	Singleton	NA	NA
GC_00005375	Singleton	NA	NA
GC_00005376	Singleton	NA	NA
GC_00005377	Singleton	NA	NA
GC_00005378	Singleton	NA	NA
GC_00005379	Singleton	NA	NA
GC_00005380	Singleton	NA	NA
GC_00005381	Singleton	NA	NA
GC_00005382	Singleton	NA	NA
GC_00005383	Singleton	NA	NA
GC_00005384	Singleton	NA	NA
GC_00005385	Singleton	NA	NA
GC_00005386	Singleton	NA	NA
GC_00005387	Singleton	NA	NA
GC_00005388	Singleton	NA	NA
GC_00005389	Singleton	NA	NA
GC_00005390	Singleton	NA	NA
GC_00005391	Singleton	NA	NA
GC_00005392	Singleton	NA	NA
GC_00005393	Singleton	NA	NA
GC_00005394	Singleton	NA	NA
GC_00005395	Singleton	NA	NA
GC_00005396	Singleton	NA	NA
GC_00005397	Singleton	NA	NA
GC_00005398	Singleton	NA	NA
GC_00005399	Singleton	NA	NA
GC_00005400	Singleton	NA	NA
GC_00005401	Singleton	NA	NA
GC_00005402	Singleton	NA	NA
GC_00005403	Singleton	NA	NA
GC_00005404	Singleton	NA	NA
GC_00005405	Singleton	NA	NA
GC_00005406	Singleton	NA	NA
GC_00005407	Singleton	NA	NA
GC_00005408	Singleton	NA	NA
GC_00005409	Singleton	NA	NA
GC_00005410	Singleton	NA	NA
GC_00005411	Singleton	NA	NA
GC_00005412	Singleton	NA	NA
GC_00005413	Singleton	NA	NA
GC_00005414	Singleton	NA	NA
GC_00005415	Singleton	NA	NA
GC_00005416	Singleton	NA	NA
GC_00005417	Singleton	NA	NA
GC_00005418	Singleton	NA	NA
GC_00005419	Singleton	NA	NA
GC_00005420	Singleton	NA	NA
GC_00005421	Singleton	NA	NA
GC_00005422	Singleton	NA	NA
GC_00005423	Singleton	NA	NA
GC_00005424	Singleton	NA	NA
GC_00005425	Singleton	NA	NA
GC_00005426	Singleton	NA	NA
GC_00005427	Singleton	NA	NA
GC_00005428	Singleton	NA	NA
GC_00005429	Singleton	NA	NA
GC_00005430	Singleton	NA	NA
GC_00005431	Singleton	NA	NA
GC_00005432	Singleton	NA	NA
GC_00005433	Singleton	NA	NA
GC_00005434	Singleton	NA	NA
GC_00005435	Singleton	NA	NA
GC_00005436	Singleton	NA	NA
GC_00005437	Singleton	NA	NA
GC_00005438	Singleton	NA	NA
GC_00005439	Singleton	NA	NA
GC_00005440	Singleton	NA	NA
GC_00005441	Singleton	NA	NA
GC_00005442	Singleton	NA	NA
GC_00005443	Singleton	NA	NA
GC_00005444	Singleton	NA	NA
GC_00005445	Singleton	NA	NA
GC_00005446	Singleton	NA	NA
GC_00005447	Singleton	NA	NA
GC_00005448	Singleton	NA	NA
GC_00005449	Singleton	NA	NA
GC_00005450	Singleton	NA	NA
GC_00005451	Singleton	NA	NA
GC_00005452	Singleton	NA	NA
GC_00005453	Singleton	NA	NA
GC_00005454	Singleton	NA	NA
GC_00005455	Singleton	NA	NA
GC_00005456	Singleton	NA	NA
GC_00005457	Singleton	NA	NA
GC_00005458	Singleton	NA	NA
GC_00005459	Singleton	NA	NA
GC_00005460	Singleton	NA	NA
GC_00005461	Singleton	NA	NA
GC_00005462	Singleton	NA	NA
GC_00005463	Singleton	NA	NA
GC_00005464	Singleton	NA	NA
GC_00005465	Singleton	NA	NA
GC_00005466	Singleton	NA	NA
GC_00005467	Singleton	NA	NA
GC_00005468	Singleton	NA	NA
GC_00005469	Singleton	NA	NA
GC_00005470	Singleton	NA	NA
GC_00005471	Singleton	NA	NA
GC_00005472	Singleton	NA	NA
GC_00005473	Singleton	NA	NA
GC_00005474	Singleton	NA	NA
GC_00005475	Singleton	NA	NA
GC_00005476	Singleton	NA	NA
GC_00005477	Singleton	NA	NA
GC_00005478	Singleton	NA	NA
GC_00005479	Singleton	NA	NA
GC_00005480	Singleton	NA	NA
GC_00005481	Singleton	NA	NA
GC_00005482	Singleton	NA	NA
GC_00005483	Singleton	NA	NA
GC_00005484	Singleton	NA	NA
GC_00005485	Singleton	NA	NA
GC_00005486	Singleton	NA	NA
GC_00005487	Singleton	NA	NA
GC_00005488	Singleton	NA	NA
GC_00005489	Singleton	NA	NA
GC_00005490	Singleton	NA	NA
GC_00005491	Singleton	NA	NA
GC_00005492	Singleton	NA	NA
GC_00005493	Singleton	NA	NA
GC_00005494	Singleton	NA	NA
GC_00005495	Singleton	NA	NA
GC_00005496	Singleton	NA	NA
GC_00005497	Singleton	NA	NA
GC_00005498	Singleton	NA	NA
GC_00005499	Singleton	NA	NA
GC_00005500	Singleton	NA	NA
GC_00005501	Singleton	NA	NA
GC_00005502	Singleton	NA	NA
GC_00005503	Singleton	NA	NA
GC_00005504	Singleton	NA	NA
GC_00005505	Singleton	NA	NA
GC_00005506	Singleton	NA	NA
GC_00005507	Singleton	NA	NA
GC_00005508	Singleton	NA	NA
GC_00005509	Singleton	NA	NA
GC_00005510	Singleton	NA	NA
GC_00005511	Singleton	NA	NA
GC_00005512	Singleton	NA	NA
GC_00005513	Singleton	NA	NA
GC_00005514	Singleton	NA	NA
GC_00005515	Singleton	NA	NA
GC_00005516	Singleton	NA	NA
GC_00005517	Singleton	NA	NA
GC_00005518	Singleton	NA	NA
GC_00005519	Singleton	NA	NA
GC_00005520	Singleton	NA	NA
GC_00005521	Singleton	NA	NA
GC_00005522	Singleton	NA	NA
GC_00005523	Singleton	NA	NA
GC_00005524	Singleton	NA	NA
GC_00005525	Singleton	NA	NA
GC_00005526	Singleton	NA	NA
GC_00005527	Singleton	NA	NA
GC_00005528	Singleton	NA	NA
GC_00005529	Singleton	NA	NA
GC_00005530	Singleton	NA	NA
GC_00005531	Singleton	NA	NA
GC_00005532	Singleton	NA	NA
GC_00005533	Singleton	NA	NA
GC_00005534	Singleton	NA	NA
GC_00005535	Singleton	NA	NA
GC_00005536	Singleton	NA	NA
GC_00005537	Singleton	NA	NA
GC_00005538	Singleton	NA	NA
GC_00005539	Singleton	NA	NA
GC_00005540	Singleton	NA	NA
GC_00005541	Singleton	NA	NA
GC_00005542	Singleton	NA	NA
GC_00005543	Singleton	NA	NA
GC_00005544	Singleton	NA	NA
GC_00005545	Singleton	NA	NA
GC_00005546	Singleton	NA	NA
GC_00005547	Singleton	NA	NA
GC_00005548	Singleton	NA	NA
GC_00005549	Singleton	NA	NA
GC_00005550	Singleton	NA	NA
GC_00005551	Singleton	NA	NA
GC_00005552	Singleton	NA	NA
GC_00005553	Singleton	NA	NA
GC_00005554	Singleton	NA	NA
GC_00005555	Singleton	NA	NA
GC_00005556	Singleton	NA	NA
GC_00005557	Singleton	NA	NA
GC_00005558	Singleton	NA	NA
GC_00005559	Singleton	NA	NA
GC_00005560	Singleton	NA	NA
GC_00005561	Singleton	NA	NA
GC_00005562	Singleton	NA	NA
GC_00005563	Singleton	NA	NA
GC_00005564	Singleton	NA	NA
GC_00005565	Singleton	NA	NA
GC_00005566	Singleton	NA	NA
GC_00005567	Singleton	NA	NA
GC_00005568	Singleton	NA	NA
GC_00005569	Singleton	NA	NA
GC_00005570	Singleton	NA	NA
GC_00005571	Singleton	NA	NA
GC_00005572	Singleton	NA	NA
GC_00005573	Singleton	NA	NA
GC_00005574	Singleton	NA	NA
GC_00005575	Singleton	NA	NA
GC_00005576	Singleton	NA	NA
GC_00005577	Singleton	NA	NA
GC_00005578	Singleton	NA	NA
GC_00005579	Singleton	NA	NA
GC_00005580	Singleton	NA	NA
GC_00005581	Singleton	NA	NA
GC_00005582	Singleton	NA	NA
GC_00005583	Singleton	NA	NA
GC_00005584	Singleton	NA	NA
GC_00005585	Singleton	NA	NA
GC_00005586	Singleton	NA	NA
GC_00005587	Singleton	NA	NA
GC_00005588	Singleton	NA	NA
GC_00005589	Singleton	NA	NA
GC_00005590	Singleton	NA	NA
GC_00005591	Singleton	NA	NA
GC_00005592	Singleton	NA	NA
GC_00005593	Singleton	NA	NA
GC_00005594	Singleton	NA	NA
GC_00005595	Singleton	NA	NA
GC_00005596	Singleton	NA	NA
GC_00005597	Singleton	NA	NA
GC_00005598	Singleton	NA	NA
GC_00005599	Singleton	NA	NA
GC_00005600	Singleton	NA	NA
GC_00005601	Singleton	NA	NA
GC_00005602	Singleton	NA	NA
GC_00005603	Singleton	NA	NA
GC_00005604	Singleton	NA	NA
GC_00005605	Singleton	NA	NA
GC_00005606	Singleton	NA	NA
GC_00005607	Singleton	NA	NA
GC_00005608	Singleton	NA	NA
GC_00005609	Singleton	NA	NA
GC_00005610	Singleton	NA	NA
GC_00005611	Singleton	NA	NA
GC_00005612	Singleton	NA	NA
GC_00005613	Singleton	NA	NA
GC_00005614	Singleton	NA	NA
GC_00005615	Singleton	NA	NA
GC_00005616	Singleton	NA	NA
GC_00005617	Singleton	NA	NA
GC_00005618	Singleton	NA	NA
GC_00005619	Singleton	NA	NA
GC_00005620	Singleton	NA	NA
GC_00005621	Singleton	NA	NA
GC_00005622	Singleton	NA	NA
GC_00005623	Singleton	NA	NA
GC_00005624	Singleton	NA	NA
GC_00005625	Singleton	NA	NA
GC_00005626	Singleton	NA	NA
GC_00005627	Singleton	NA	NA
GC_00005628	Singleton	NA	NA
GC_00005629	Singleton	NA	NA
GC_00005630	Singleton	NA	NA
GC_00005631	Singleton	NA	NA
GC_00005632	Singleton	NA	NA
GC_00005633	Singleton	NA	NA
GC_00005634	Singleton	NA	NA
GC_00005635	Singleton	NA	NA
GC_00005636	Singleton	NA	NA
GC_00005637	Singleton	NA	NA
GC_00005638	Singleton	NA	NA
GC_00005639	Singleton	NA	NA
GC_00005640	Singleton	NA	NA
GC_00005641	Singleton	NA	NA
GC_00005642	Singleton	NA	NA
GC_00005643	Singleton	NA	NA
GC_00005644	Singleton	NA	NA
GC_00005645	Singleton	NA	NA
GC_00005646	Singleton	NA	NA
GC_00005647	Singleton	NA	NA
GC_00005648	Singleton	NA	NA
GC_00005649	Singleton	NA	NA
GC_00005650	Singleton	NA	NA
GC_00005651	Singleton	NA	NA
GC_00005652	Singleton	NA	NA
GC_00005653	Singleton	NA	NA
GC_00005654	Singleton	NA	NA
GC_00005655	Singleton	NA	NA
GC_00005656	Singleton	NA	NA
GC_00005657	Singleton	NA	NA
GC_00005658	Singleton	NA	NA
GC_00005659	Singleton	NA	NA
GC_00005660	Singleton	NA	NA
GC_00005661	Singleton	NA	NA
GC_00005662	Singleton	NA	NA
