Func_Cluster_id	Pangenome	Environment	Enviro_specific
func_da0154ed3b0f	Core_Pelagibacteraceae	NA	NA
func_4279bd83a7cf	Core_Pelagibacteraceae	NA	NA
func_3ce1e4d94488	Core_Pelagibacteraceae	NA	NA
func_23fd87e2b4c7	Core_Pelagibacteraceae	NA	NA
func_7a5cb5cb7177	Core_Pelagibacteraceae	NA	NA
func_60da345f5c38	Core_Pelagibacteraceae	NA	NA
func_d0cbae81ee3c	Core_Pelagibacteraceae	NA	NA
func_a15866743d12	Core_Pelagibacteraceae	NA	NA
func_c6ac75717c33	Core_Pelagibacteraceae	NA	NA
func_9776e213892c	Core_Pelagibacteraceae	NA	NA
func_1087355a0c67	Core_Pelagibacteraceae	NA	NA
func_48c86069564c	Core_Pelagibacteraceae	NA	NA
func_47026d7b1c2f	Core_Pelagibacteraceae	NA	NA
func_0d1f5f26265d	Core_Pelagibacteraceae	NA	NA
func_0d2f42d18cf6	Core_Pelagibacteraceae	NA	NA
func_5f5d68630549	Core_Pelagibacteraceae	NA	NA
func_ec5260b0f8dc	Core_Pelagibacteraceae	NA	NA
func_b9c2172db37b	Core_Pelagibacteraceae	NA	NA
func_dabbddf86307	Core_Pelagibacteraceae	NA	NA
func_54676cbd0bd7	Core_Pelagibacteraceae	NA	NA
func_481e4d7009f0	Core_Pelagibacteraceae	NA	NA
func_fb2e330d426c	Core_Pelagibacteraceae	NA	NA
func_96f8d3fabbbc	Core_Pelagibacteraceae	NA	NA
func_8e76afdc39c5	Core_Pelagibacteraceae	NA	NA
func_710fbe589adb	Core_Pelagibacteraceae	NA	NA
func_ff9da09755ed	Core_Pelagibacteraceae	NA	NA
func_88afeea71e14	Core_Pelagibacteraceae	NA	NA
func_4b804fbbfd25	Core_Pelagibacteraceae	NA	NA
func_9d370800d799	Core_Pelagibacteraceae	NA	NA
func_3caedecf32d1	Core_Pelagibacteraceae	NA	NA
func_c4b13555ce4c	Core_Pelagibacteraceae	NA	NA
func_8151812a61c5	Core_Pelagibacteraceae	NA	NA
func_3364db009b26	Core_Pelagibacteraceae	NA	NA
func_db6e746bed38	Core_Pelagibacteraceae	NA	NA
func_4a759bf21b67	Core_Pelagibacteraceae	NA	NA
func_03b664dd57a1	Core_Pelagibacteraceae	NA	NA
func_c76756ccb35d	Core_Pelagibacteraceae	NA	NA
func_0bb701461c8c	Core_Pelagibacteraceae	NA	NA
func_c9f58bbc4d37	Core_Pelagibacteraceae	NA	NA
func_c01216b29f4c	Core_Pelagibacteraceae	NA	NA
func_f8a761c14915	Core_Pelagibacteraceae	NA	NA
func_0d4aafc9a509	Core_Pelagibacteraceae	NA	NA
func_60f2bc57f798	Core_Pelagibacteraceae	NA	NA
func_92a9de5d8b7c	Core_Pelagibacteraceae	NA	NA
func_bb21ed93f8d8	Core_Pelagibacteraceae	NA	NA
func_71b1e8284db8	Core_Pelagibacteraceae	NA	NA
func_e46bd6ef68f8	Core_Pelagibacteraceae	NA	NA
func_1fd0c2650469	Core_Pelagibacteraceae	NA	NA
func_98d64f5ee5b5	Core_Pelagibacteraceae	NA	NA
func_5f921f7e9c31	Core_Pelagibacteraceae	NA	NA
func_9fcdd23bd07e	Core_Pelagibacteraceae	NA	NA
func_76f95553fce3	Core_Pelagibacteraceae	NA	NA
func_cec9b89495f1	Core_Pelagibacteraceae	NA	NA
func_e4be855aef26	Core_Pelagibacteraceae	NA	NA
func_3ad174e2b903	Core_Pelagibacteraceae	NA	NA
func_446c096f39bb	Core_Pelagibacteraceae	NA	NA
func_072476f41539	Core_Pelagibacteraceae	NA	NA
func_35f1feb6c357	Core_Pelagibacteraceae	NA	NA
func_986c7159724f	Core_Pelagibacteraceae	NA	NA
func_efcc6df59219	Core_Pelagibacteraceae	NA	NA
func_259718d528b9	Core_Pelagibacteraceae	NA	NA
func_85cfa6b88435	Core_Pelagibacteraceae	NA	NA
func_8faa6b23e54c	Core_Pelagibacteraceae	NA	NA
func_f25dc57907c7	Core_Pelagibacteraceae	NA	NA
func_424ebaa01102	Core_Pelagibacteraceae	NA	NA
func_95649c6275bc	Core_Pelagibacteraceae	NA	NA
func_7c05ad510eeb	Core_Pelagibacteraceae	NA	NA
func_cccc97c4a5cf	Core_Pelagibacteraceae	NA	NA
func_c7c42c492ad9	Core_Pelagibacteraceae	NA	NA
func_9489338b01ec	Core_Pelagibacteraceae	NA	NA
func_3c58c365d47e	Core_Pelagibacteraceae	NA	NA
func_fe033cdbf1e0	Core_Pelagibacteraceae	NA	NA
func_f2adcc05b4fd	Core_Pelagibacteraceae	NA	NA
func_1632a5dabe68	Core_Pelagibacteraceae	NA	NA
func_a3b84ea40204	Core_Pelagibacteraceae	NA	NA
func_359435232aea	Core_Pelagibacteraceae	NA	NA
func_0a0d78928faa	Core_Pelagibacteraceae	NA	NA
func_1344fff3620b	Core_Pelagibacteraceae	NA	NA
func_e77e66fffb72	Core_Pelagibacteraceae	NA	NA
func_34f43d400caf	Core_Pelagibacteraceae	NA	NA
func_915c42f59c41	Core_Pelagibacteraceae	NA	NA
func_4c38d21aeadf	Core_Pelagibacteraceae	NA	NA
func_78ca185be46f	Core_Pelagibacteraceae	NA	NA
func_a27b45d8991d	Core_Pelagibacteraceae	NA	NA
func_664d6925a7ca	Core_Pelagibacteraceae	NA	NA
func_03a185c296ca	Core_Pelagibacteraceae	NA	NA
func_ea59f27c8b47	Core_Pelagibacteraceae	NA	NA
func_3124db9703e5	Core_Pelagibacteraceae	NA	NA
func_17703b053682	Core_Pelagibacteraceae	NA	NA
func_ff093d326076	Core_Pelagibacteraceae	NA	NA
func_82761bc93506	Core_Pelagibacteraceae	NA	NA
func_36bd6367713a	Core_Pelagibacteraceae	NA	NA
func_0395c17ed045	Core_Pelagibacteraceae	NA	NA
func_fee8a7dce0ae	Core_Pelagibacteraceae	NA	NA
func_700458921197	Core_Pelagibacteraceae	NA	NA
func_ac55b785ede1	Core_Pelagibacteraceae	NA	NA
func_3b9d3c539f50	Core_Pelagibacteraceae	NA	NA
func_24b12fd6adaa	Core_Pelagibacteraceae	NA	NA
func_cce17cd3ac5d	Core_Pelagibacteraceae	NA	NA
func_2f5a44125d8c	Core_Pelagibacteraceae	NA	NA
func_f097cdd18a72	Core_Pelagibacteraceae	NA	NA
func_db7a9b31e986	Core_Pelagibacteraceae	NA	NA
func_a205d9554514	Core_Pelagibacteraceae	NA	NA
func_889d13ea84df	Core_Pelagibacteraceae	NA	NA
func_368cf507b0e1	Core_Pelagibacteraceae	NA	NA
func_cc7374a13cce	Core_Pelagibacteraceae	NA	NA
func_c3e2298c63ef	Core_Pelagibacteraceae	NA	NA
func_3e8823c124e4	Core_Pelagibacteraceae	NA	NA
func_c698aa637ca1	Core_Pelagibacteraceae	NA	NA
func_c115beb417aa	Core_Pelagibacteraceae	NA	NA
func_aa7fecfb63ef	Core_Pelagibacteraceae	NA	NA
func_b080b6fdb05e	Core_Pelagibacteraceae	NA	NA
func_f0e60a455903	Core_Pelagibacteraceae	NA	NA
func_fd656b96f8f7	Core_Pelagibacteraceae	NA	NA
func_536d8e783bee	Core_Pelagibacteraceae	NA	NA
func_44a2b7395040	Core_Pelagibacteraceae	NA	NA
func_129813a8f6f3	Core_Pelagibacteraceae	NA	NA
func_1baac6e98c4e	Core_Pelagibacteraceae	NA	NA
func_5addd85261b1	Core_Pelagibacteraceae	NA	NA
func_b4a2988bd35c	Core_Pelagibacteraceae	NA	NA
func_ed512c9b6a51	Core_Pelagibacteraceae	NA	NA
func_9519e37d8ec1	Core_Pelagibacteraceae	NA	NA
func_85bfaefb9ca2	Core_Pelagibacteraceae	NA	NA
func_b4260f3e93e3	Core_Pelagibacteraceae	NA	NA
func_7f2d1ace9df2	Core_Pelagibacteraceae	NA	NA
func_7fb74c0fd573	Core_Pelagibacteraceae	NA	NA
func_004f2e641807	Core_Pelagibacteraceae	NA	NA
func_64bad271229d	Core_Pelagibacteraceae	NA	NA
func_abbae41f67cd	Core_Pelagibacteraceae	NA	NA
func_1a259dee5dad	Core_Pelagibacteraceae	NA	NA
func_fe56694a4975	Core_Pelagibacteraceae	NA	NA
func_9767b4105cb4	Core_Pelagibacteraceae	NA	NA
func_fcd7ad223623	Singleton_Pelagibacteraceae	NA	NA
func_bcb484f5f7be	Core_Pelagibacteraceae	NA	NA
func_c46b3c218836	Core_Pelagibacteraceae	NA	NA
func_070808b1b8f7	Core_Pelagibacteraceae	NA	NA
func_be825ab38a18	Core_Pelagibacteraceae	NA	NA
func_676264d0ba49	Core_Pelagibacteraceae	NA	NA
func_6590d67c8c73	Core_Pelagibacteraceae	NA	NA
func_5c0ccaf660cd	Core_Pelagibacteraceae	NA	NA
func_bf4e31738c7f	Core_Pelagibacteraceae	NA	NA
func_fbe4a6f58dba	Core_Pelagibacteraceae	NA	NA
func_c8fac6fbef74	Core_Pelagibacteraceae	NA	NA
func_1cf6f7abaaa5	Core_Pelagibacteraceae	NA	NA
func_2a317a429822	Core_Pelagibacteraceae	NA	NA
func_72c527f051fb	Core_Pelagibacteraceae	NA	NA
func_9b8efe9f462c	Core_Pelagibacteraceae	NA	NA
func_9d73a8d2a517	Core_Pelagibacteraceae	NA	NA
func_0a87bdf137aa	Core_Pelagibacteraceae	NA	NA
func_a2285d8e15f7	Core_Pelagibacteraceae	NA	NA
func_489b36323af4	Core_Pelagibacteraceae	NA	NA
func_d5179cc618a2	Core_Pelagibacteraceae	NA	NA
func_8e30edf9c9ea	Core_Pelagibacteraceae	NA	NA
func_4f189a19ea34	Core_Pelagibacteraceae	NA	NA
func_d9f9b724fa5b	Core_Pelagibacteraceae	NA	NA
func_37d2c9bb8c49	Core_Pelagibacteraceae	NA	NA
func_b65538e05e1c	Core_Pelagibacteraceae	NA	NA
func_a54282f21fdf	Core_Pelagibacteraceae	NA	NA
func_bd887f641d6e	Core_Pelagibacteraceae	NA	NA
func_1b33094c8314	Core_Pelagibacteraceae	NA	NA
func_865bb2b236de	Core_Pelagibacteraceae	NA	NA
func_1fc5693ac4e4	Core_Pelagibacteraceae	NA	NA
func_892f5da46848	Core_Pelagibacteraceae	NA	NA
func_3a2d54c63e64	Core_Pelagibacteraceae	NA	NA
func_671328278b37	Core_Pelagibacteraceae	NA	NA
func_ee57fcbc33a6	Core_Pelagibacteraceae	NA	NA
func_16e399e3c34d	Core_Pelagibacteraceae	NA	NA
func_db3b27c1db22	Singleton_Pelagibacteraceae	NA	NA
func_3dd08e8fb9b4	Singleton_Pelagibacteraceae	NA	NA
func_9525956c272d	Singleton_Pelagibacteraceae	NA	NA
func_e29b2e5b1750	Singleton_Pelagibacteraceae	NA	NA
func_bdd9a7d641c1	Singleton_Pelagibacteraceae	NA	NA
func_fe3e5e469391	Singleton_Pelagibacteraceae	NA	NA
func_f547e9abc644	Singleton_Pelagibacteraceae	NA	NA
func_3113ef3fbcf2	Singleton_Pelagibacteraceae	NA	NA
func_3d50b1e72cdf	Singleton_Pelagibacteraceae	NA	NA
func_bd3fe1121511	Singleton_Pelagibacteraceae	NA	NA
func_ffb010cbb148	Singleton_Pelagibacteraceae	NA	NA
func_ca0cde4ad496	Singleton_Pelagibacteraceae	NA	NA
func_52d5f15af5af	Singleton_Pelagibacteraceae	NA	NA
func_37cb1c4ee2b3	Singleton_Pelagibacteraceae	NA	NA
func_cfe37de7755a	Singleton_Pelagibacteraceae	NA	NA
func_e57c53af126e	Singleton_Pelagibacteraceae	NA	NA
func_f0eda734289b	Singleton_Pelagibacteraceae	NA	NA
func_c55d9b26050d	Singleton_Pelagibacteraceae	NA	NA
func_37ade4a5578c	Singleton_Pelagibacteraceae	NA	NA
func_a9ef4514b2be	Singleton_Pelagibacteraceae	NA	NA
func_79bdda2b293a	Singleton_Pelagibacteraceae	NA	NA
func_cc6340b1d710	Singleton_Pelagibacteraceae	NA	NA
func_a0d11e2a2184	Singleton_Pelagibacteraceae	NA	NA
func_3db17d4dab00	Singleton_Pelagibacteraceae	NA	NA
func_070ce3dcd763	Singleton_Pelagibacteraceae	NA	NA
func_a42407a125a3	Singleton_Pelagibacteraceae	NA	NA
func_3ecf389c0589	Singleton_Pelagibacteraceae	NA	NA
func_d7bababa1b58	Singleton_Pelagibacteraceae	NA	NA
func_2f193a1a6fa8	Singleton_Pelagibacteraceae	NA	NA
func_887fc3727309	Singleton_Pelagibacteraceae	NA	NA
func_435f4ed59475	Singleton_Pelagibacteraceae	NA	NA
func_8dd707d785f4	Singleton_Pelagibacteraceae	NA	NA
func_0273345533f0	Singleton_Pelagibacteraceae	NA	NA
func_d5b71ffa44af	Singleton_Pelagibacteraceae	NA	NA
func_007d6a543bd9	Singleton_Pelagibacteraceae	NA	NA
func_97cc380c6818	Singleton_Pelagibacteraceae	NA	NA
func_078973218548	Singleton_Pelagibacteraceae	NA	NA
func_ddb74af8ab1f	Singleton_Pelagibacteraceae	NA	NA
func_c86000ce6f23	Singleton_Pelagibacteraceae	NA	NA
func_a496a4e1683d	Singleton_Pelagibacteraceae	NA	NA
func_a15be367de3e	Singleton_Pelagibacteraceae	NA	NA
func_65cc720f12cd	Singleton_Pelagibacteraceae	NA	NA
func_b175604bf3e4	Singleton_Pelagibacteraceae	NA	NA
func_d5635beb6d84	Singleton_Pelagibacteraceae	NA	NA
func_e901d5b499fd	Singleton_Pelagibacteraceae	NA	NA
func_4337cd5a52fe	Singleton_Pelagibacteraceae	NA	NA
func_40293bf69c72	Singleton_Pelagibacteraceae	NA	NA
func_c80c82479173	Singleton_Pelagibacteraceae	NA	NA
func_6064eeef5c16	Singleton_Pelagibacteraceae	NA	NA
func_0c68165e81d8	Singleton_Pelagibacteraceae	NA	NA
func_1cdb6a4535a1	Singleton_Pelagibacteraceae	NA	NA
func_40df94e3b840	Singleton_Pelagibacteraceae	NA	NA
func_bc2e43a53574	Singleton_Pelagibacteraceae	NA	NA
func_3aa44d087d71	Singleton_Pelagibacteraceae	NA	NA
func_47491733f632	Singleton_Pelagibacteraceae	NA	NA
func_5e6507bea02e	Singleton_Pelagibacteraceae	NA	NA
func_daa06f24069e	Singleton_Pelagibacteraceae	NA	NA
func_4fbb25d06fbf	Singleton_Pelagibacteraceae	NA	NA
func_b12bde6f8e2a	Singleton_Pelagibacteraceae	NA	NA
func_f22ec8efca9c	Singleton_Pelagibacteraceae	NA	NA
func_6acda389d827	Singleton_Pelagibacteraceae	NA	NA
func_244a4c428088	Singleton_Pelagibacteraceae	NA	NA
func_2e0f7f534f93	Singleton_Pelagibacteraceae	NA	NA
func_5fe0fee25012	Singleton_Pelagibacteraceae	NA	NA
func_9889f2560ca8	Singleton_Pelagibacteraceae	NA	NA
func_00b2b605b50a	Singleton_Pelagibacteraceae	NA	NA
func_e7897e641ea1	Singleton_Pelagibacteraceae	NA	NA
func_5ff8e8e8649a	Singleton_Pelagibacteraceae	NA	NA
func_8bbb91f5e7f2	Singleton_Pelagibacteraceae	NA	NA
func_b0188e2fe292	eleven	NA	NA
func_28cc53278a1e	eleven	NA	NA
func_cb5665f3858a	eleven	NA	NA
func_3797455acbf1	eleven	NA	NA
func_261c0003b8ce	eleven	NA	NA
func_63edae3c0a3c	eleven	NA	NA
func_a1d407a0b6c8	eleven	NA	NA
func_1426cf46bac5	eleven	NA	NA
func_ba287f6bb656	eleven	NA	NA
func_07995a838078	eleven	NA	NA
func_41028d6f301a	eleven	NA	NA
func_ee027c861109	eleven	NA	NA
func_f096a05171fb	eleven	NA	NA
func_7346d8d1a826	eleven	NA	NA
func_db7c87c455d8	eleven	NA	NA
func_56466dc491b3	eleven	NA	NA
func_6d8c7537cc35	eleven	NA	NA
func_a6ac9aad3250	eleven	NA	NA
func_5cf9e7206c70	eleven	NA	NA
func_52d1c03d6abf	eleven	NA	NA
func_c9fe7d263ef0	eleven	NA	NA
func_7e38c7581ebc	eleven	NA	NA
func_e26b2c10f00f	eleven	NA	NA
func_5fc0c7dbf2bf	eleven	NA	NA
func_2ae1ca20ef25	eleven	NA	NA
func_3f9d5d5f3553	eleven	NA	NA
func_4534befedf45	eleven	NA	NA
func_803a924f9045	eleven	NA	NA
func_65f1c9caf997	eleven	NA	NA
func_2d3422a42a64	eleven	NA	NA
func_502e8cb6bd09	eleven	NA	NA
func_6c21ff33a70f	eleven	NA	NA
func_82c14a1fd79d	eleven	NA	NA
func_e4a0817492c3	eleven	NA	NA
func_73c8dbaa850f	eleven	NA	NA
func_8fb23a709272	eleven	NA	NA
func_91fb54ad1320	eleven	NA	NA
func_66fd0eb64711	eleven	NA	NA
func_36c71f221613	eleven	NA	NA
func_3a90f7167324	eleven	NA	NA
func_b98387678c22	eleven	NA	NA
func_55bcbb19412f	eleven	NA	NA
func_868577003072	eleven	NA	NA
func_6b29f0c9679e	eleven	NA	NA
func_4720ba0f0278	eleven	NA	NA
func_d83d85e3bfa0	eleven	NA	NA
func_c77e33b59243	eleven	NA	NA
func_bbeab3378b6e	eleven	NA	NA
func_b71f79010a68	eleven	NA	NA
func_5819b4d061f8	eleven	NA	NA
func_c99eca0a3789	eleven	NA	NA
func_5f57f8988f84	eleven	NA	NA
func_6dff2d8c6dd0	eleven	NA	NA
func_a6bbdb98fe80	eleven	NA	NA
func_4fdd66879e71	eleven	NA	NA
func_265188200787	eleven	NA	NA
func_fc012578d861	eleven	NA	NA
func_e4382027a487	eleven	NA	NA
func_075110a69b3d	eleven	NA	NA
func_40fef81582bf	eleven	NA	NA
func_808ef75495e4	eleven	NA	NA
func_eafe71c8f225	eleven	NA	NA
func_003f289219f2	eleven	NA	NA
func_71a1655188c3	eleven	NA	NA
func_dbd8f9e7650f	eleven	NA	NA
func_14584dc6eb7a	eleven	NA	NA
func_6a9955a88897	eleven	NA	NA
func_0f7e5d2f12fb	eleven	NA	NA
func_3243d230b122	eleven	NA	NA
func_a5c73b3806da	eleven	NA	NA
func_587be196b112	eleven	NA	NA
func_a104ee91fe76	eleven	NA	NA
func_b301e689c130	eleven	NA	NA
func_0246747fe4d6	eleven	NA	NA
func_0fa58f788d53	eleven	NA	NA
func_f177a0f1b1bf	eleven	NA	NA
func_a3995d8a8b52	eleven	NA	NA
func_7fdf90272376	eleven	NA	NA
func_8d626e8dad5e	eleven	NA	NA
func_d930309ad484	eleven	NA	NA
func_ee6a3a2e1ed1	eleven	NA	NA
func_2b81d166b5d2	eleven	NA	NA
func_182c81f52886	eleven	NA	NA
func_da2b53875eac	eleven	NA	NA
func_b515959c50be	eleven	NA	NA
func_fd0e6522c07d	eleven	NA	NA
func_fb6fb0cd0018	eleven	NA	NA
func_4f29ea262c3c	eleven	NA	NA
func_cfa6a862b4ef	eleven	NA	NA
func_9a78f5cbded1	eleven	NA	NA
func_63412bc201cb	eleven	NA	NA
func_ddf87667d70d	eleven	NA	NA
func_f61719746cf1	eleven	NA	NA
func_bec349775099	eleven	NA	NA
func_7f782ddd0f9c	eleven	NA	NA
func_3905dc8e32ef	eleven	NA	NA
func_08ed42c76c23	eleven	NA	NA
func_9307bfaa41c6	eleven	NA	NA
func_fb455ae125c3	eleven	NA	NA
func_b7ee9a98b4f1	eleven	NA	NA
func_3ab5c8108261	eleven	NA	NA
func_17b3847e43b4	eleven	NA	NA
func_da08aa91ffb3	eleven	NA	NA
func_95654a0182fd	eleven	NA	NA
func_3fb66c9173af	eleven	NA	NA
func_f68c49d6b531	eleven	NA	NA
func_de3a4a843627	eleven	NA	NA
func_fc130d0eb6b5	eleven	NA	NA
func_0c0a9a663b00	eleven	NA	NA
func_3bf67a7625c2	eleven	NA	NA
func_7ac2f50217df	eleven	NA	NA
func_199c20d98324	eleven	NA	NA
func_d5d9a3d8a128	eleven	NA	NA
func_8126cd0a9a51	eleven	NA	NA
func_22bd2a6c4b5b	eleven	NA	NA
func_e7ad4490b566	eleven	NA	NA
func_69cdbd4b834a	eleven	NA	NA
func_74e7bb6fbf32	eleven	NA	NA
func_e2bdfefa15b3	eleven	NA	NA
func_59b3423f7e32	eleven	NA	NA
func_803276e8d91d	eleven	NA	NA
func_d63f6c6bd655	eleven	NA	NA
func_d80f9b88ece9	eleven	NA	NA
func_9a83762586f8	eleven	NA	NA
func_6671c1de7a84	eleven	NA	NA
func_35c085712e7a	eleven	NA	NA
func_f6879baa774a	eleven	NA	NA
func_f14dca77b837	eleven	NA	NA
func_2391046daada	eleven	NA	NA
func_59ee4e8ee397	eleven	NA	NA
func_7cf31cfa5eca	eleven	NA	NA
func_829f37ce5922	eleven	NA	NA
func_b75ee038f37a	eleven	NA	NA
func_0aea0438e13a	eleven	NA	NA
func_1a95f6b235d5	eleven	NA	NA
func_2d6dc39992c6	eleven	NA	NA
func_40441afe230b	genus_specific	Rare	genus_specific_Rare
func_37b5f1ca48ca	genus_specific	Rare	genus_specific_Rare
func_ba52a5c18f45	genus_specific	Rare	genus_specific_Rare
func_92dfb7a0322c	genus_specific	Coastal	genus_specific_Coastal
func_9371b4f93a11	genus_specific	Coastal	genus_specific_Coastal
func_b12fd929f97a	genus_specific	Coastal	genus_specific_Coastal
func_16e1041fd5fd	genus_specific	Offshore	genus_specific_Offshore
func_c00171115325	genus_specific	Offshore	genus_specific_Offshore
func_b77794e55574	genus_specific	Offshore	genus_specific_Offshore
func_fd8724940ce2	genus_specific	Offshore	genus_specific_Offshore
func_9e792455ff0f	genus_specific	Offshore	genus_specific_Offshore
func_d677a26c0d07	genus_specific	Offshore	genus_specific_Offshore
func_8b452b9b869d	genus_specific	Offshore	genus_specific_Offshore
func_a98fbc98ad46	genus_specific	Offshore	genus_specific_Offshore
func_540e1187efc3	multilineage	NA	 
func_23431f6cb024	multilineage	NA	 
func_b9fe312aeb22	multilineage	NA	 
func_599bdfb8d767	multilineage	NA	 
func_0f8701b46c54	multilineage	NA	 
func_d45b9463bccc	multilineage	NA	 
func_802375be555f	multilineage	NA	 
func_c7dea8a29ba1	multilineage	NA	 
func_f9ae9ded07ae	multilineage	NA	 
func_b38ac14e61c6	multilineage	NA	 
func_952dda07808a	multilineage	NA	 
func_fd3780b1f487	multilineage	Offshore	multilineage_Offshore
func_0d0448f18799	multilineage	Offshore	multilineage_Offshore
func_480b0ac38a61	multilineage	NA	 
func_b3c974e8a065	multilineage	NA	 
func_1246e03301d9	multilineage	NA	 
func_2e3b0fe68197	multilineage	NA	 
func_b550eaf022ca	multilineage	NA	 
func_40737ac680b9	multilineage	NA	 
func_aaf6fa164496	multilineage	NA	 
func_1338e0b05ad8	multilineage	Offshore	multilineage_Offshore
func_d76551b9b863	multilineage	NA	 
func_1d269168048a	multilineage	NA	 
func_f8c87d710b76	multilineage	NA	 
func_fbf393a9adb3	multilineage	NA	 
func_3170254761fb	multilineage	NA	 
func_338d4aa908cd	multilineage	NA	 
func_14bdeacaa53b	multilineage	NA	 
func_34c92bdca6a1	multilineage	NA	 
func_23fec12e134b	multilineage	Offshore	multilineage_Offshore
func_0fc1bb0cd72d	multilineage	Offshore	multilineage_Offshore
func_3d5a40292008	multilineage	Rare	multilineage_Rare
