gene_callers_id	HOT_224_25M	HOT_225_25M	HOT_226_25M	HOT_227_25M	HOT_229_25M	HOT_231_25M	HOT_232_25M	HOT_233_25M	HOT_234_25M	HOT_236_25M	HOT_237_25M	HOT_238_25M	KDe743ST	KDe747HP	KFe386HP	KFe387AR	KFe389R8	KFe393NT	KFe395NB	KFe416ST	KMa156HP	KMa157AR	KMa158CB	KMa159R8	KMa160SB	KMa161R2	KMa162ST	KMa163NT	KMa164NR	KMa165NB	KMy813ST	KMy817HP	KOc290HP	KOc291AR	KOc293R8	KOc297NT	KOc299NB	KOc321ST	KSe054HP	KSe055AR	KSe056CB	KSe057R8	KSe058SB	KSe059R2	KSe060ST	KSe061NT	KSe062NR	KSe063NB
94384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6910569105691057	10.734860883797054	2.083623693379791	1.886178861788618	1.7016509433962264	0.0	3.553639846743295	0.0	1.2563025210084033	1.207897793263647	0.7017543859649122	2.886178861788618	1.900887573964497	1.2148664343786295	0.0	0.0	0.9490861618798956	1.1536670547147847	0.0	37.13821138211382	0.794425087108014	0.7810413885180241	1.9930313588850175	0.7177700348432056	0.9987878787878788	0.015098722415795587	0.5192604006163328	0.0	0.7398373983739838	2.1538461538461537	0.0	0.0	0.0	0.0	0.0	2.129916567342074
94385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35175879396984927	0.0	0.0	0.0	0.0	19.17013888888889	2.117252931323283	0.6611721611721612	3.763819095477387	0.0	2.7844827586206895	0.0	0.0	0.0	1.1693404634581106	0.9731993299832495	1.9061371841155235	0.5041876046901173	0.0	0.0	0.8509212730318257	0.7989949748743719	0.47738693467336685	15.480694980694981	1.6939571150097466	1.676716917922948	1.5772200772200773	0.24958123953098826	2.0653266331658293	0.0	1.1206896551724137	0.0	0.0	3.169179229480737	0.983249581239531	0.0	0.0	0.0	0.5728643216080402	0.0
94386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.90148966842864	2.7975	1.4353562005277045	5.078750549934008	0.0	6.473422752111277	0.0	1.900313152400835	2.78320987654321	0.0	2.361878453038674	2.8244758654314968	0.7802533857579729	0.0	0.0	0.9186991869918699	2.7594385285575993	0.0	28.550276243093922	2.5194408038444736	1.114738358137302	1.5377894276976847	0.850131926121372	1.3541666666666667	0.0	1.7207823960880195	0.4333770205329838	0.7456445993031359	3.346039603960396	1.8492791612057666	0.0	0.0	0.0	0.0	0.0
94387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22745098039215686	0.0	0.0	0.0	0.0	4.9214659685863875	1.1145374449339207	1.0588235294117647	1.7939829954218443	0.0	3.1182622687047465	0.0	0.0	0.0	0.0	1.4714801444043322	0.9202614379084967	0.0	0.0	0.0	0.0	0.9364005412719891	0.0	27.781489213639528	0.7712418300653595	0.9738562091503268	0.8398692810457516	0.0	0.0	0.0	0.0	0.0	0.34705882352941175	1.5297619047619047	0.28888888888888886	0.0	0.0	0.0	0.0	0.0
94388	0.0	0.0	0.0	0.0	0.0	0.0	0.12375249500998003	0.0	0.0	0.0	0.0	0.0	0.0	3.6936170212765957	1.697076023391813	0.0	3.7664670658682633	0.0	5.684723726977248	0.0	0.0	0.9800399201596807	0.779441117764471	1.3282828282828283	1.0721649484536082	0.0	0.03293413173652695	0.0	0.10578842315369262	1.2335329341317365	0.0	32.66495901639344	0.0	0.8772455089820359	0.9438669438669439	0.0	0.653692614770459	0.0	0.0	0.0	0.0	0.7952662721893491	0.0	0.0	0.0	0.0	0.6736526946107785	0.5209580838323353
94389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37592592592592594	0.0	0.0	0.4502487562189055	1.15	0.9259259259259259	1.4292565947242206	0.0	2.0728051391862956	0.0	0.615866388308977	0.18518518518518517	0.19444444444444445	0.5925925925925926	0.30925925925925923	0.0	0.0	0.0	0.0	0.29259259259259257	0.662962962962963	9.524096385542169	0.34074074074074073	0.7129629629629629	0.6444444444444445	0.38333333333333336	0.0	0.07592592592592592	0.35185185185185186	0.3425925925925926	0.0	1.1037037037037036	0.9944444444444445	0.0	0.0	0.0	0.016666666666666666	0.0
94390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.206008583690987	0.0	0.0	1.1573033707865168	0.0	0.9957924263674615	0.0	0.0	0.8551165146909828	0.0	0.0	0.0	0.0	0.0	0.0	0.697565543071161	1.1718249733191035	0.0	21.285714285714285	0.8623595505617978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3089887640449438	0.0	0.0	0.0	0.0	0.0	0.0
94391	0.0	0.0	0.0	0.0	0.0	0.0	0.2987012987012987	0.0	0.0	0.0	0.0	0.0	0.45670995670995673	9.496360989810771	0.762987012987013	1.4205495818399043	3.46256038647343	0.0	4.133669609079445	0.0	0.9675324675324676	0.0	0.0	0.673374613003096	1.2272727272727273	0.7153679653679653	0.0	0.0	0.0	0.3538961038961039	0.0	32.996073298429316	0.4588744588744589	0.9253246753246753	0.3658008658008658	0.0	0.0	0.0	1.1424870466321244	0.0	0.0	0.7640692640692641	0.0	0.0	0.0	0.0	0.0	0.8062770562770563
94392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.00507614213198	2.8107416879795397	2.545662100456621	7.933002481389578	0.0	7.564469914040115	0.0	0.6255707762557078	1.7639257294429709	0.0	3.0616438356164384	3.1073059360730593	1.1118721461187215	0.0	0.0	0.863013698630137	3.7926136363636362	1.4292237442922375	66.47413793103448	0.0	0.0	0.8533333333333334	0.0	1.417808219178082	0.0	2.758782201405152	0.7009132420091324	0.6986301369863014	1.5707762557077625	1.4452054794520548	0.0	0.0	0.0	0.0	0.0
94393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35766423357664234	0.0	0.26520681265206814	9.002958579881657	1.3844282238442822	3.0594059405940595	4.005291005291006	0.0	3.048661800486618	0.0	1.2579075425790753	0.0	3.443768996960486	1.6034063260340632	4.795977011494253	1.0656934306569343	0.0	0.0	1.7639902676399026	4.665809768637532	0.9051094890510949	40.76254180602007	1.5182481751824817	0.0	1.7639902676399026	1.0778588807785887	0.975669099756691	1.0802919708029197	0.0	1.2846715328467153	1.3260340632603407	0.9927007299270073	0.0	0.0	0.0	0.0	0.0	0.0
