bins	HOT_224_25M	HOT_225_25M	HOT_226_25M	HOT_227_25M	HOT_229_25M	HOT_231_25M	HOT_232_25M	HOT_233_25M	HOT_234_25M	HOT_236_25M	HOT_237_25M	HOT_238_25M	KDe743ST	KDe747HP	KFe386HP	KFe387AR	KFe389R8	KFe393NT	KFe395NB	KFe416ST	KMa156HP	KMa157AR	KMa158CB	KMa159R8	KMa160SB	KMa161R2	KMa162ST	KMa163NT	KMa164NR	KMa165NB	KMy813ST	KMy817HP	KOc290HP	KOc291AR	KOc293R8	KOc297NT	KOc299NB	KOc321ST	KSe054HP	KSe055AR	KSe056CB	KSe057R8	KSe058SB	KSe059R2	KSe060ST	KSe061NT	KSe062NR	KSe063NB
HTCC8051	0.5004372703434651	0.3295047088998135	0.24604987175792714	0.19026779582772407	0.4882152058253012	0.4952416384591453	0.7047407273597903	0.7683764653932781	0.5781308915010416	0.352590432524885	1.1270578587516433	0.23441633011186952	1.228603501890298	0.1545026659154219	0.0224240834168448	0.016538137859153073	0.04151272600066809	0.3924393807104998	0.05953758302760251	0.408765334927578	0.015680084414681387	0.02208000183510177	0.01952304558077387	0.031063398465109412	0.028494972824723408	0.07440835888855915	0.21381014438523374	0.23176116723941914	0.0970353070713066	0.02647851138838352	2.5892619306704288	0.47201971587463387	0.022420499233701645	0.022097922750817553	0.026148766539213116	0.1201941480324985	0.01857036970132285	0.10290978324294023	0.01793310193846961	0.02274665989972889	0.012277977775197166	0.03949196354455641	0.0133431970053433	0.1458110217932672	0.18626067907367502	0.1259761522790387	0.014715939149172269	0.028064154010915988
HTCC9022	0.46266469943363675	0.2988910801461317	0.23901146540246473	0.17361517277459212	0.40080340111861884	0.4447604786019322	0.645633536228732	0.7054492256959037	0.5088679788737983	0.32427602787435966	0.9809950887753093	0.1917449690072625	1.0463105563409465	0.16492060039795323	0.023097598466969002	0.019460470666380594	0.03961750641457085	0.32496157135677356	0.05074344361790613	0.36534838540916587	0.01772714046807998	0.02295064380835937	0.019910886695019118	0.026703865789249385	0.022744172513012834	0.07069106897757765	0.1911439244535491	0.20574313501312305	0.08436299564132482	0.031066949603369375	2.18614232264777	0.48626561760634374	0.026016852760249353	0.02536878271578087	0.02954229502029444	0.11051357714090894	0.018919677522697145	0.09166002921458613	0.024827989572097427	0.01684173864995694	0.015756478496124805	0.03939340056019116	0.014555124161991059	0.1378611043348685	0.1598616862753166	0.10326283428510967	0.013993757366102262	0.028019844757098646
HTCC9565	0.25877293748251506	0.154776919746748	0.14771105765999779	0.10330756114447899	0.22226442046958836	0.24011584200351027	0.3682398798443979	0.3653125717956292	0.2716480916233353	0.19497309471005897	0.5993338928508355	0.126230586852589	0.6429645362803339	0.1037568943340257	0.012918133837211665	0.013151005646750657	0.023509893926109304	0.20307984689850697	0.02804464261991726	0.22730320378471391	0.010118201979566671	0.01850236857199568	0.011986646599055698	0.01675114130630145	0.014430237701164516	0.04422610758677601	0.11477298124366049	0.11754321803834414	0.04829901990663247	0.01965578733333646	1.3005882748262447	0.3605176005763968	0.014292702672711956	0.013608153326550356	0.013497187564957951	0.08027982126697894	0.013950427999631155	0.05911818166189201	0.015716502796806062	0.011056722258950326	0.0089600945240741	0.03397584072193387	0.010233856435310868	0.08775125539785915	0.10170949788774329	0.06448204777154182	0.011986646599055698	0.023510675375134606
NP1	0.20810570364756664	0.1401503252898686	0.1299087284589278	0.08513331942110484	0.17361582479378782	0.18955411307712866	0.30149776122954813	0.3012099977667212	0.23587963725694788	0.15619478584320917	0.4717153411607924	0.10138792784678975	0.5056772875547794	0.09827598200196967	0.011779264189557773	0.01122497171790394	0.022464587886842326	0.16848807026407606	0.02377526625442537	0.1695571151895907	0.007839174638739699	0.012753120183348527	0.01079881819280152	0.015375209141066336	0.012217865498039474	0.03664554204604947	0.09759867614162648	0.10697698258408661	0.04536484819195946	0.016900428716304032	1.006026923823227	0.324815388389147	0.011446102928524096	0.016347600689753643	0.013390886025898711	0.06575944292508265	0.015575105897686544	0.05267901926111422	0.018973350760230063	0.014275410868379336	0.008176729235083712	0.028134919327380364	0.009151317451426187	0.06707305018287259	0.08526658392551832	0.05777894933386053	0.01472499551513687	0.028336280529104016
RS39	5.630363556066628	3.8244290011582462	2.749927088801673	1.360330475214359	4.129357798165137	4.910245064953462	7.353380996425268	9.798585939387879	7.0134923214092275	4.4759426376355105	12.359729686940145	1.9487646759826347	13.625735569832262	0.5364489329966919	0.0445566582506312	0.05560916264613487	0.14984626153038522	3.873675307685257	0.31194993708805174	4.201556549925423	0.15154863385246106	0.24679232390904016	0.17549850427884575	0.18912498229299468	0.11616962061178746	0.8993358831420977	2.412769042321826	2.637559683023773	1.085685240273646	0.285518586106042	35.82649051321151	1.9676049296302778	0.10696781074752727	0.1174861885358598	0.11765200943262588	2.1568082393820465	0.09691439808681016	1.6918056145789067	0.050874517744502495	0.034752393570482217	0.06191702288994992	0.23752551891941437	0.054225933055020874	2.3436467264955128	2.613390662366989	1.8536301444058363	0.09764767642426818	0.0894466248364706
RS40	11.24361939364931	8.272942661024508	4.728150235150355	2.976249270254296	4.394367269681378	3.311326015932932	9.503678643561377	13.378519912539298	18.5770237978686	5.446402761611568	10.969987054945772	1.4285008756948447	14.032173354944684	0.2584652314698982	0.03874958753503686	0.0399534413175672	0.11066969805751666	4.249688702267379	0.1765545849786606	4.4128522269481945	0.07679064184987364	0.13024029936797676	0.09601531650113677	0.1063452522109935	0.05894314691730032	0.6150459966422632	2.006794521740076	2.0424474492441465	0.7022253164648761	0.14006041025306312	30.404455709421605	0.9058999713540817	0.09632715814359945	0.10766151402743482	0.11813359150920477	2.740080716220479	0.07915338620136993	2.751578245056766	0.051191343856175735	0.04457232369162488	0.06043708594863315	0.2462374130197512	0.05085992145941889	5.067829183301242	6.194937287195274	4.0923827239730075	0.10270830840413227	0.10903579289363662
